fips_state_county_code,population_2020,10_year_pop_delta,20_year_pop_delta,rucc
13007,2876,-0.166618371,-0.289350136,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13009,43799,-0.042016623,-0.018311816,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13011,18035,-0.019570535,0.250259965,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13013,83505,0.203814494,0.808367802,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13015,108901,0.087302934,0.431739896,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13017,17194,-0.024951798,-0.017373414,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13019,18160,-0.05838432,0.120296114,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13021,157346,0.011565636,0.022025917,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13023,12583,-0.036745005,0.078604492,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13025,18021,-0.021182988,0.233639102,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13027,16301,0.003570769,-0.009419057,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13029,44738,0.479773757,0.909432352,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13031,81099,0.154976715,0.449205697,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13033,24596,0.054897924,0.105189845,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13035,25434,0.075206088,0.306988695,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13037,5573,-0.1674634,-0.117777426,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13039,54768,0.084235741,0.254477988,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13043,10981,-0.001545736,0.148520029,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13045,119148,0.077999041,0.36477973,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13047,67872,0.06146195,0.276077311,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13049,12518,0.028510394,0.217467419,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13051,295291,0.11376769,0.270768423,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13053,9565,-0.15106062,-0.357838201,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13055,24965,-0.04036133,-0.018015183,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13057,266620,0.243876723,0.877433756,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13059,128671,0.102447007,0.262210494,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13061,2848,-0.105246623,-0.147815679,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
13063,297595,0.147137505,0.257564105,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13065,6749,-0.007208002,-0.014312838,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13067,766149,0.113462427,0.261254424,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13069,43092,0.017376523,0.151545923,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13071,45898,0.008791595,0.091510107,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13073,156010,0.257607635,0.743186922,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13075,17229,0.000987683,0.09189429,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13077,146158,0.147984951,0.637551258,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13079,12130,-0.039588282,-0.028122747,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13081,20128,-0.141260293,-0.085921889,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13083,16251,-0.022966392,0.073310878,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13085,26798,0.200089566,0.680968511,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13087,29367,0.054773364,0.039466232,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13089,764382,0.10476909,0.147448503,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13091,19925,-0.085841439,0.040252689,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13093,11208,-0.248692854,-0.02369338,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13095,85790,-0.092793317,-0.106977422,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13097,144237,0.089378639,0.562443807,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13099,10854,-0.013989826,-0.11992216,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13101,3697,-0.083539911,-0.013344009,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13103,64769,0.239598086,0.726160652,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13105,19637,-0.026232272,-0.042517919,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13107,22768,0.00752279,0.041727672,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13109,10774,-0.020545455,0.027563186,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13111,25319,0.069124229,0.279254244,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13113,119194,0.118488838,0.305334399,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13115,98584,0.023536863,0.08785946,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13117,251283,0.431722228,1.554727532,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13119,23424,0.060677414,0.156226862,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13121,1066710,0.158735625,0.307917443,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13123,31353,0.108193129,0.341764026,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13125,2884,-0.064243997,0.125243855,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
13127,84499,0.061198603,0.250355135,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13129,57544,0.042728228,0.30514856,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13131,26236,0.048978449,0.109110125,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13133,18915,0.182630987,0.316925433,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13135,957062,0.188423002,0.627288385,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13137,46031,0.069468646,0.282772266,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13139,203136,0.130518021,0.454972603,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13141,8735,-0.073602715,-0.13369037,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13143,29919,0.039576095,0.165978176,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13145,34668,0.082563078,0.457679855,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13147,25828,0.024392179,0.123884948,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13149,11412,-0.035659963,0.039344262,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13151,240712,0.180412118,1.014360073,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13153,163633,0.169642602,0.477632292,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13155,9666,0.013420004,-0.025408348,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13157,75907,0.254972307,0.8241613,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13159,14588,0.049496403,0.275063369,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13161,14779,-0.019179719,0.166180068,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13163,15709,-0.072120496,-0.088752248,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13165,8674,0.040047962,0.012017268,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13167,9189,-0.079258517,0.077762139,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13169,28347,-0.011231644,0.196530328,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13171,18500,0.009990719,0.159438456,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13173,9877,-0.019944433,0.363096881,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13175,49570,0.023454598,0.104968681,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
13177,33163,0.171920277,0.339053541,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13179,65256,0.028414732,0.058302655,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13181,7690,-0.038269135,-0.076830732,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13183,16168,0.117809735,0.573834323,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13185,118251,0.082557469,0.283648679,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13187,33488,0.117533204,0.591559337,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13189,21632,-0.011108571,0.017354089,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13191,10975,-0.234284518,0.012547283,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13193,12082,-0.180325645,-0.139519977,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13195,30120,0.071123755,0.171756468,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13197,7498,-0.142301533,0.051170615,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13199,20613,-0.06270462,-0.085735829,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13201,6000,-0.020408163,-0.057788945,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13205,21755,-0.074176526,-0.090700104,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13207,27957,0.058015441,0.285320215,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13209,8610,-0.056231503,0.045664319,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
13211,20097,0.124748153,0.296664301,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13213,39973,0.008705965,0.095120682,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13215,206922,0.089722727,0.111211355,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13217,112483,0.125302627,0.816996737,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13219,41799,0.274049012,0.621876455,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13221,14825,-0.004966776,0.175654243,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13223,168661,0.185049605,1.06654414,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13225,27981,0.010326774,0.180533288,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13227,33216,0.128605892,0.442793849,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13229,19716,0.051071543,0.261904762,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13231,18889,0.057082097,0.403343239,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13233,42853,0.033224834,0.124691617,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13235,9855,-0.179433805,0.026134944,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13237,22047,0.0390706,0.174336849,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13239,2235,-0.110624751,-0.139060092,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
13241,16883,0.037294175,0.122913203,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13243,6425,-0.167638295,-0.17533051,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13245,206607,0.030207082,0.035354193,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13247,93570,0.098046119,0.331161441,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13249,4547,-0.09241517,0.209308511,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13251,14067,-0.036044679,-0.084000781,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13253,9147,0.047886356,-0.023173857,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13255,67306,0.050458071,0.151297446,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13257,26784,0.023266476,0.052747426,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13259,5314,-0.12281281,0.011612412,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13261,29616,-0.097595905,-0.108703503,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13263,5733,-0.164894392,-0.119760479,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13265,1559,-0.092020967,-0.249036609,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13267,22842,-0.104937304,0.023662275,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13269,7816,-0.1223894,-0.113329552,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13271,12477,-0.243818182,0.05603047,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13273,9185,-0.013955985,-0.162181885,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13275,45798,0.024105546,0.070271786,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13277,41344,0.030559848,0.077340004,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
13279,27030,-0.007089593,0.034324417,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13281,12493,0.193104766,0.341602234,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
13283,6406,-0.069571532,-0.062902282,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13285,69426,0.035528906,0.181658809,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
13287,9006,0.008510638,-0.051400885,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13289,8022,-0.110938712,-0.243278936,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13291,24632,0.153399513,0.424968182,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
13293,27700,0.020145104,-0.002197327,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13295,67654,-0.016027692,0.106542362,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
13297,96673,0.154056442,0.594290615,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
13299,36251,-0.001679885,0.021241232,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
13301,5215,-0.10610216,-0.173403075,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13303,19988,-0.056591306,-0.057036373,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
13305,30144,0.001495066,0.134469911,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13307,2348,-0.161128975,-0.017573222,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13309,7471,0.006737636,0.210858995,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
13311,28003,0.031646036,0.401832199,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13313,102864,0.002582871,0.231004895,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
13315,8766,-0.052836305,0.016347826,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13317,9565,-0.097045219,-0.106575752,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
13319,8877,-0.071734811,-0.129876495,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
13321,20784,-0.041284192,-0.05651641,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
15001,200629,0.084018176,0.349755451,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
15003,1016508,0.066408451,0.160186678,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
15005,82,-0.088888889,-0.442176871,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
15007,73298,0.092516135,0.253814574,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
15009,164754,0.064068615,0.28623624,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
16001,494967,0.261496311,0.644665446,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
16003,4379,0.101358149,0.257249498,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
16005,87018,0.050447253,0.151610598,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
16007,6372,0.064483796,-0.007167342,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
16009,9530,0.026386645,0.039371796,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
16011,47992,0.052294604,0.149867024,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
16013,24272,0.135479042,0.277877224,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
16015,7610,0.082811611,0.145394341,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
16017,47110,0.152481836,0.279850037,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
16019,123964,0.189285646,0.50177479,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
16021,12056,0.098796938,0.220242915,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
16023,2574,-0.10965064,-0.11149465,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
16025,1077,-0.035810206,0.097859327,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
16027,231105,0.22327615,0.758094209,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
16029,7027,0.00919144,-0.036869518,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
16031,24655,0.074198327,0.152156643,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
16033,790,-0.195519348,-0.227005871,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
16035,8734,-0.00308184,-0.021729391,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
16037,4275,-0.021291209,-0.014976959,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
16039,28666,0.060211554,-0.01545542,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
16041,14194,0.110120444,0.252448601,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
16043,13388,0.011025525,0.13332769,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
16045,19123,0.143788504,0.259832664,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
16047,15598,0.008665287,0.102332155,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
16049,16541,0.016843917,0.066748355,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
16051,30891,0.181752104,0.615891615,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
16053,24237,0.083266291,0.317156676,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
16055,171362,0.237324361,0.576728437,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
