fips_state_county_code,population_2020,10_year_pop_delta,20_year_pop_delta,rucc
41031,24502,0.128084715,0.2899184,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
41033,88090,0.065007919,0.163226769,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
41035,69413,0.045691473,0.088472817,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
41037,8160,0.033565548,0.099582267,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
41039,382971,0.088867407,0.185628353,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
41041,50395,0.094734327,0.132955644,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
41043,128610,0.102321037,0.247683815,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
41045,31571,0.008239389,-0.001486495,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
41047,345920,0.096992088,0.214419121,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
41049,12186,0.090664996,0.108321965,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
41051,815428,0.108921932,0.234371074,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
41053,87433,0.159542724,0.400900468,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
41055,1870,0.059490085,-0.033092037,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
41057,27390,0.084752475,0.128832839,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
41059,80075,0.055159509,0.134914111,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
41061,26196,0.01739941,0.068265231,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
41063,7391,0.054651826,0.022268326,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
41065,26670,0.057787649,0.120729504,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
41067,600372,0.133397519,0.348374867,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
41069,1451,0.006939625,-0.064474533,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
41071,107722,0.08598389,0.267690497,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42001,103852,0.024110762,0.138640675,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42003,1250578,0.022258589,-0.024354128,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42005,65558,-0.049070945,-0.093814362,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42007,168215,-0.013627381,-0.072929985,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42009,47577,-0.043909007,-0.046361996,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42011,428849,0.0423073,0.147538746,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42013,122822,-0.033574896,-0.048665815,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42015,59967,-0.042397241,-0.044304907,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42017,646538,0.034048835,0.081985046,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42019,193763,0.05385017,0.112908877,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42021,133472,-0.071040305,-0.125089312,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42023,4547,-0.105801377,-0.238486016,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
42025,64749,-0.007662953,0.10182932,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42027,158172,0.027157608,0.16578959,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42029,534413,0.071212662,0.233617569,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42031,37241,-0.068695609,-0.10776492,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42033,80562,-0.013228485,-0.035520598,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42035,37450,-0.045568072,-0.011325537,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42037,64727,-0.038160339,0.012197601,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42039,83938,-0.054379541,-0.070989021,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42041,259469,0.102219145,0.214714075,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42043,286401,0.068261843,0.137550145,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42045,576830,0.03193501,0.045508426,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42047,30990,-0.029925499,-0.117446033,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
42049,270876,-0.034537328,-0.035709327,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42051,128804,-0.057113158,-0.132843216,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42053,6973,-0.096293416,0.409256265,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
42055,155932,0.042200805,0.204154601,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42057,14556,-0.019467834,0.02082895,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
42059,35954,-0.070619862,-0.115000246,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42061,44092,-0.039661969,-0.033345757,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42063,83246,-0.063388839,-0.070842588,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42065,44492,-0.015663717,-0.030992051,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
42067,23509,-0.045746063,0.03046375,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42069,215896,0.006803863,0.012208615,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42071,552984,0.06456699,0.17460486,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42073,86070,-0.05529701,-0.08985164,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42075,143257,0.07253983,0.191802133,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42077,374557,0.071703048,0.201481334,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42079,325594,0.0145707,0.019300064,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42081,114188,-0.016561738,-0.048457122,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42083,40432,-0.069459148,-0.119282042,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
42085,110652,-0.051321182,-0.080719128,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42087,46143,-0.011546206,-0.007058165,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42089,168327,-0.008920055,0.214349096,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42091,856553,0.07085991,0.142971328,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42093,18136,-0.007171402,-0.005374575,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
42095,312951,0.051105849,0.170146497,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42097,91647,-0.030477742,-0.033942256,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42099,45842,-0.002762731,0.050554588,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42101,1603797,0.050976864,0.056824696,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42103,58535,0.020324566,0.269051491,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42105,16396,-0.060777911,-0.093241898,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
42107,143049,-0.035336404,-0.048009157,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42109,39736,0.00085638,0.059457154,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
42111,74129,-0.046474235,-0.073931565,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42113,5840,-0.091474798,-0.109891785,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
42115,38434,-0.113525233,-0.089780935,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42117,41045,-0.0222958,-0.007280027,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42119,42681,-0.050414933,0.026405021,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42121,50454,-0.082387604,-0.12253913,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
42123,38587,-0.077197178,-0.118696327,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42125,209349,0.007357328,0.031204745,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42127,51155,-0.03155882,0.072904214,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
42129,354663,-0.028770241,-0.041425444,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
42131,26069,-0.078052058,-0.071352237,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
42133,456438,0.049350303,0.195517967,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
44001,50793,0.018406015,0.002763903,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
44003,170363,0.025307238,0.018795599,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
44005,85643,0.033237622,0.002352473,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
44007,660741,0.054373375,0.063303423,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
44009,129839,0.022523409,0.050987534,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
45001,24295,-0.044143683,-0.071043475,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45003,168808,0.054397591,0.184152193,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45005,8039,-0.228428832,-0.282168051,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45007,203718,0.088667529,0.229186528,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45009,13311,-0.167386001,-0.203125,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
45011,20589,-0.089828036,-0.123536674,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45013,187117,0.15338433,0.547303834,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
45015,229861,0.292493941,0.610268517,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45017,14119,-0.069588138,-0.066944224,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45019,408235,0.165689631,0.317222776,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45021,56216,0.015792707,0.070128683,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
45023,32294,-0.025528063,-0.053295028,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
45025,43273,-0.074057431,0.011878873,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45027,31144,-0.109433531,-0.040542206,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45029,38604,-0.007405122,0.009017486,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45031,62905,-0.08409895,-0.067300279,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
45033,28292,-0.11758468,-0.079485928,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45035,161540,0.18296657,0.676543543,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45037,25657,-0.049212525,0.043476493,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45039,20948,-0.125563533,-0.104327005,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45041,137059,0.00127114,0.090287887,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
45043,63404,0.053957911,0.135804238,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
45045,525534,0.164682808,0.384266478,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45047,69351,-0.004450123,0.045876125,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
45049,18561,-0.119914651,-0.131567866,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45051,351029,0.303530382,0.785879995,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45053,28791,0.162005085,0.392753483,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
45055,65403,0.06006775,0.242245817,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45057,96016,0.252622241,0.563676633,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
45059,67539,0.01505929,-0.026913712,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45061,16531,-0.139906348,-0.177111852,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45063,293991,0.12043096,0.360874134,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45065,9526,-0.069090198,-0.041071069,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
45067,29183,-0.117325026,-0.177364341,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45069,26667,-0.078318875,-0.074705066,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45071,37719,0.005625467,0.048361544,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45073,78607,0.058352295,0.187434856,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
45075,84223,-0.089490924,-0.079640699,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
45077,131404,0.102160639,0.186438536,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45079,416147,0.082295633,0.297070778,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45081,18862,-0.050968553,-0.016579771,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45083,327997,0.153671911,0.291545419,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45085,105556,-0.017681656,0.008300935,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
45087,27244,-0.059286627,-0.090016367,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
45089,31026,-0.098684019,-0.166393509,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
45091,282090,0.247782796,0.713208143,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
46003,2747,0.013653137,-0.099639462,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46005,19149,0.100643752,0.124625595,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
46007,3381,-0.014573011,-0.053471445,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46009,7003,-0.009476662,-0.035665106,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46011,34375,0.075394963,0.217546842,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
46013,38301,0.048452,0.079874817,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
46015,5247,-0.00152236,-0.021447221,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46017,1948,0.018828452,-0.041338583,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46019,10243,0.013155292,0.126470912,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
46021,1377,-0.060709413,-0.227272727,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46023,9373,0.02672801,0.002459893,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46025,3837,0.039555676,-0.073859522,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46027,14967,0.079558569,0.105554735,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
46029,28325,0.040327616,0.09324945,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
46031,3902,-0.03654321,-0.065836725,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46033,8318,0.0124148,0.144468905,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
46035,19956,0.023174733,0.064717495,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
46037,5449,-0.045709282,-0.127601665,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46039,4295,-0.015811182,-0.045131169,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46041,5239,-0.011695906,-0.122739451,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46043,2835,-0.05562958,-0.1796875,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46045,3986,-0.020879391,-0.087245248,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46047,6973,-0.017056668,-0.064403596,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
46049,2125,-0.101099831,-0.195075758,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46051,7556,0.02718869,-0.036838751,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
46053,3994,-0.064856006,-0.166179541,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46055,1872,-0.033557047,-0.147540984,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
46057,6164,0.044214806,0.114647378,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46059,3145,-0.083357622,-0.159315691,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46061,3461,0.039027319,0.100826972,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
46063,1311,0.044621514,-0.031042129,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46065,17765,0.043649395,0.077777104,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
46067,7427,0.011439466,-0.080133763,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
46069,1262,-0.111267606,-0.244763615,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46071,2806,-0.074232926,-0.041993855,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
46073,1663,-0.197006277,-0.272528434,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46075,917,-0.088469185,-0.231349539,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46077,5187,0.007575758,-0.107996561,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46079,11059,-0.012589286,-0.018722272,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
46081,25768,0.069344732,0.181747306,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
46083,65161,0.453578121,1.697284543,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
46085,3718,-0.009853529,-0.04642216,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46087,5682,0.011391954,-0.024549356,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
46089,2411,-0.01952013,-0.16976584,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46091,4306,-0.075171821,-0.059414592,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46093,29852,0.17370449,0.232026414,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
46095,1918,-0.063476563,-0.079212674,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
46097,2298,-0.038091252,-0.189703808,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
46099,197214,0.163724125,0.329643139,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
