fips_state_county_code,population,agg_assault_tot_arrests,arson_tot_arrests,burglary_tot_arrests,mtr_veh_theft_tot_arrests,murder_tot_arrests,rape_tot_arrests,robbery_tot_arrests,theft_tot_arrests,sale_cannabis_tot_arrests,sale_heroin_coke_tot_arrests,sale_other_drug_tot_arrests,sale_synth_narc_tot_arrests,poss_cannabis_tot_arrests,poss_heroin_coke_tot_arrests,poss_other_drug_tot_arrests,poss_synth_narc_tot_arrests,all_other_tot_arrests,curfew_loiter_tot_arrests,disorder_cond_tot_arrests,family_off_tot_arrests,manslaught_neg_tot_arrests,oth_assault_tot_arrests,oth_sex_off_tot_arrests,prostitution_tot_arrests,runaways_tot_arrests,suspicion_tot_arrests,vagrancy_tot_arrests,vandalism_tot_arrests,weapons_tot_arrests
0,4077231,1328.0,147.0,496.0,224.0,52.0,102.0,159.0,2007.0,288.0,547.0,376.0,193.0,2648.0,904.0,1680.0,444.0,17506.0,31.0,1653.0,288.0,13.0,3951.0,136.0,16.0,28.0,44.0,84.0,547.0,633.0
1001,166719,17.0,1.0,12.0,16.0,3.0,5.0,9.0,113.0,0.0,0.0,8.0,0.0,60.0,8.0,37.0,11.0,1001.0,0.0,7.0,28.0,0.0,125.0,4.0,0.0,0.0,0.0,0.0,8.0,6.0
1003,668613,246.0,2.0,123.0,22.0,10.0,34.0,40.0,772.0,3.0,13.0,5.0,18.0,143.0,186.0,331.0,46.0,6238.0,0.0,98.0,17.0,0.0,762.0,62.0,0.0,0.0,0.0,0.0,78.0,83.0
1005,73785,14.0,0.0,1.0,1.0,3.0,1.0,3.0,32.0,0.0,2.0,1.0,0.0,6.0,9.0,3.0,8.0,172.0,0.0,9.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0
1007,66873,18.0,1.0,20.0,6.0,1.0,4.0,8.0,39.0,2.0,1.0,3.0,0.0,3.0,5.0,11.0,4.0,381.0,0.0,5.0,5.0,0.0,87.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0
1009,169599,32.0,0.0,29.0,4.0,2.0,1.0,1.0,103.0,0.0,0.0,1.0,0.0,3.0,7.0,25.0,7.0,861.0,0.0,6.0,1.0,0.0,89.0,4.0,0.0,0.0,0.0,0.0,9.0,7.0
1011,30156,10.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1013,58596,21.0,0.0,5.0,2.0,1.0,0.0,7.0,48.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,53.0,0.0,12.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0
1015,340758,98.0,4.0,75.0,25.0,8.0,4.0,18.0,422.0,1.0,3.0,12.0,5.0,113.0,55.0,86.0,123.0,2083.0,0.0,35.0,6.0,0.0,407.0,5.0,0.0,0.0,0.0,3.0,44.0,37.0
1017,100674,27.0,2.0,13.0,5.0,3.0,7.0,6.0,91.0,2.0,0.0,0.0,2.0,6.0,32.0,23.0,41.0,1183.0,0.0,21.0,5.0,0.0,146.0,7.0,0.0,0.0,0.0,0.0,9.0,14.0
1019,78069,27.0,1.0,18.0,14.0,3.0,5.0,1.0,95.0,0.0,0.0,1.0,0.0,0.0,23.0,29.0,18.0,754.0,0.0,1.0,9.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0
1021,132327,3.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,189.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1023,38166,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,44.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
1025,71109,19.0,0.0,21.0,6.0,0.0,1.0,0.0,43.0,2.0,5.0,0.0,0.0,8.0,12.0,1.0,7.0,198.0,0.0,4.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
1027,39606,21.0,0.0,8.0,5.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,3.0,149.0,0.0,4.0,0.0,0.0,41.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0
1029,44964,3.0,2.0,0.0,4.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,8.0,11.0,4.0,174.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
1031,156408,22.0,0.0,29.0,4.0,2.0,3.0,12.0,91.0,4.0,4.0,4.0,0.0,8.0,15.0,39.0,10.0,779.0,0.0,16.0,2.0,0.0,139.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0
1033,164406,37.0,4.0,43.0,1.0,2.0,2.0,8.0,112.0,2.0,2.0,11.0,0.0,10.0,6.0,39.0,0.0,508.0,0.0,16.0,9.0,1.0,130.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0
1035,36474,8.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,4.0,123.0,0.0,5.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1037,31773,12.0,0.0,4.0,5.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,190.0,0.0,4.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
1039,110673,26.0,1.0,18.0,3.0,4.0,1.0,1.0,49.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,26.0,652.0,0.0,8.0,5.0,0.0,93.0,4.0,0.0,0.0,0.0,0.0,10.0,2.0
1041,41463,12.0,0.0,17.0,4.0,0.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,161.0,0.0,8.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
1043,251436,19.0,1.0,29.0,10.0,1.0,5.0,3.0,214.0,5.0,0.0,26.0,1.0,1.0,18.0,36.0,2.0,695.0,0.0,20.0,25.0,0.0,274.0,16.0,0.0,0.0,0.0,0.0,17.0,5.0
1045,141069,28.0,1.0,12.0,7.0,0.0,1.0,2.0,73.0,0.0,0.0,0.0,0.0,5.0,5.0,11.0,1.0,571.0,0.0,11.0,2.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0
1047,113025,12.0,0.0,7.0,2.0,1.0,2.0,1.0,20.0,0.0,0.0,1.0,0.0,10.0,3.0,24.0,1.0,100.0,0.0,11.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,9.0,15.0
1049,214281,18.0,1.0,12.0,6.0,0.0,0.0,1.0,30.0,0.0,0.0,2.0,1.0,2.0,7.0,14.0,14.0,728.0,0.0,5.0,1.0,0.0,111.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0
1051,240669,33.0,8.0,26.0,6.0,6.0,18.0,8.0,260.0,1.0,0.0,11.0,0.0,4.0,16.0,86.0,0.0,2121.0,0.0,20.0,37.0,0.0,309.0,5.0,0.0,0.0,0.0,0.0,12.0,22.0
1053,109680,29.0,0.0,4.0,2.0,0.0,1.0,1.0,65.0,1.0,0.0,1.0,11.0,29.0,14.0,12.0,71.0,467.0,0.0,43.0,4.0,0.0,68.0,1.0,0.0,0.0,0.0,0.0,16.0,4.0
1055,303597,37.0,1.0,29.0,27.0,1.0,1.0,8.0,242.0,2.0,3.0,11.0,0.0,14.0,14.0,73.0,2.0,699.0,0.0,9.0,16.0,0.0,282.0,3.0,0.0,0.0,0.0,0.0,17.0,9.0
1057,46797,4.0,1.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,146.0,0.0,5.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,93966,30.0,2.0,11.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,3.0,341.0,0.0,1.0,2.0,0.0,59.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0
1061,78762,21.0,2.0,9.0,0.0,0.0,1.0,0.0,28.0,0.0,1.0,0.0,0.0,7.0,9.0,17.0,0.0,422.0,0.0,19.0,8.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0
1063,24432,6.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,17.0,0.0,7.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0
1065,43821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1067,51582,8.0,0.0,7.0,3.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,13.0,11.0,11.0,364.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0
1069,315342,128.0,2.0,62.0,27.0,24.0,3.0,35.0,407.0,0.0,1.0,1.0,1.0,33.0,65.0,174.0,140.0,2617.0,0.0,75.0,11.0,0.0,391.0,17.0,0.0,0.0,0.0,11.0,34.0,42.0
1071,154701,47.0,0.0,10.0,3.0,2.0,0.0,1.0,176.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,11.0,167.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1073,1970886,155.0,4.0,68.0,26.0,9.0,4.0,43.0,1120.0,5.0,15.0,9.0,3.0,229.0,252.0,270.0,67.0,4209.0,0.0,71.0,5.0,0.0,598.0,3.0,0.0,0.0,0.0,4.0,46.0,135.0
1075,41301,2.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,56.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1077,277083,20.0,0.0,30.0,10.0,1.0,5.0,6.0,104.0,0.0,2.0,1.0,0.0,4.0,35.0,32.0,4.0,1903.0,0.0,29.0,1.0,0.0,158.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0
1079,98373,14.0,0.0,16.0,2.0,2.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,9.0,413.0,0.0,1.0,4.0,0.0,80.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0
1081,486270,78.0,0.0,25.0,17.0,8.0,10.0,19.0,289.0,3.0,1.0,9.0,1.0,12.0,29.0,29.0,12.0,2694.0,0.0,36.0,10.0,0.0,338.0,19.0,0.0,0.0,0.0,0.0,19.0,29.0
1083,272487,9.0,0.0,4.0,7.0,0.0,0.0,3.0,113.0,0.0,0.0,0.0,0.0,5.0,2.0,11.0,0.0,498.0,0.0,6.0,1.0,0.0,87.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0
1085,29469,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,54273,18.0,0.0,15.0,1.0,7.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,119.0,0.0,2.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0
1089,1111737,182.0,2.0,116.0,68.0,21.0,31.0,60.0,605.0,3.0,15.0,5.0,2.0,151.0,166.0,163.0,116.0,1839.0,0.0,41.0,7.0,0.0,556.0,24.0,0.0,0.0,0.0,0.0,39.0,90.0
1091,56538,25.0,2.0,12.0,4.0,1.0,1.0,3.0,64.0,2.0,1.0,3.0,0.0,4.0,3.0,3.0,2.0,229.0,0.0,15.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0
1093,88782,12.0,0.0,11.0,10.0,0.0,2.0,0.0,77.0,0.0,3.0,4.0,0.0,3.0,22.0,26.0,4.0,392.0,0.0,0.0,3.0,0.0,88.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0
1095,289500,46.0,1.0,12.0,8.0,0.0,1.0,2.0,232.0,0.0,6.0,3.0,1.0,5.0,8.0,45.0,4.0,1916.0,0.0,9.0,6.0,0.0,139.0,3.0,0.0,0.0,0.0,0.0,26.0,11.0
1097,1241661,206.0,2.0,233.0,114.0,17.0,10.0,96.0,882.0,0.0,0.0,0.0,3.0,29.0,21.0,25.0,262.0,1673.0,0.0,172.0,3.0,0.0,972.0,10.0,0.0,0.0,0.0,3.0,83.0,77.0
1099,62520,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1101,676020,85.0,0.0,76.0,10.0,13.0,2.0,46.0,87.0,1.0,1.0,0.0,0.0,5.0,8.0,23.0,1.0,181.0,0.0,1.0,0.0,0.0,272.0,4.0,0.0,0.0,0.0,0.0,34.0,9.0
1103,357141,36.0,0.0,34.0,20.0,1.0,1.0,11.0,313.0,1.0,0.0,1.0,0.0,6.0,8.0,27.0,25.0,1943.0,0.0,45.0,7.0,0.0,223.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0
1105,26934,13.0,1.0,5.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
1107,59913,6.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,35.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,100176,35.0,1.0,8.0,12.0,2.0,6.0,10.0,69.0,0.0,1.0,3.0,0.0,11.0,2.0,14.0,1.0,630.0,0.0,14.0,1.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0
1111,68109,9.0,0.0,2.0,1.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,65.0,0.0,5.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
1113,175173,28.0,0.0,9.0,6.0,3.0,2.0,2.0,83.0,1.0,0.0,1.0,0.0,32.0,5.0,19.0,1.0,387.0,0.0,4.0,14.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
1115,261228,81.0,2.0,26.0,8.0,11.0,8.0,2.0,84.0,3.0,0.0,4.0,0.0,16.0,21.0,34.0,5.0,1933.0,0.0,4.0,43.0,0.0,193.0,23.0,0.0,0.0,0.0,0.0,22.0,18.0
1117,574923,98.0,0.0,18.0,9.0,3.0,3.0,6.0,148.0,0.0,3.0,137.0,1.0,14.0,24.0,30.0,15.0,1568.0,0.0,16.0,1.0,0.0,179.0,8.0,0.0,0.0,0.0,0.0,9.0,17.0
1119,37707,15.0,0.0,6.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
1121,226242,41.0,1.0,24.0,14.0,6.0,1.0,7.0,108.0,3.0,4.0,9.0,0.0,11.0,15.0,34.0,13.0,1139.0,0.0,40.0,5.0,0.0,372.0,5.0,0.0,0.0,0.0,0.0,16.0,33.0
1123,116367,73.0,0.0,22.0,8.0,3.0,8.0,15.0,135.0,7.0,14.0,11.0,1.0,11.0,50.0,18.0,23.0,794.0,0.0,18.0,1.0,0.0,203.0,11.0,0.0,0.0,0.0,0.0,18.0,15.0
1125,629490,97.0,1.0,104.0,27.0,3.0,10.0,36.0,367.0,17.0,30.0,9.0,3.0,205.0,33.0,17.0,12.0,728.0,0.0,34.0,16.0,0.0,579.0,16.0,0.0,0.0,0.0,0.0,76.0,40.0
1127,189969,38.0,1.0,18.0,13.0,0.0,3.0,7.0,153.0,3.0,13.0,36.0,10.0,9.0,23.0,29.0,10.0,1044.0,0.0,18.0,1.0,0.0,105.0,1.0,0.0,0.0,0.0,1.0,8.0,11.0
1129,48693,7.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,170.0,0.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1131,31551,9.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,60.0,0.0,3.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
1133,70716,19.0,0.0,4.0,3.0,0.0,1.0,1.0,16.0,1.0,0.0,3.0,0.0,0.0,2.0,7.0,0.0,249.0,0.0,4.0,2.0,0.0,52.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
2013,3483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,15033,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0,4.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
2020,863193,1149.0,20.0,301.0,278.0,20.0,45.0,203.0,1012.0,5.0,22.0,13.0,2.0,120.0,128.0,143.0,13.0,5321.0,0.0,325.0,146.0,3.0,1917.0,167.0,5.0,0.0,0.0,35.0,713.0,127.0
2050,19632,91.0,5.0,10.0,10.0,1.0,6.0,1.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,256.0,0.0,108.0,0.0,0.0,395.0,1.0,0.0,0.0,0.0,0.0,39.0,5.0
2060,2556,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2070,7215,40.0,0.0,10.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,22.0,1.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0
2090,100812,63.0,1.0,21.0,44.0,2.0,6.0,21.0,228.0,1.0,0.0,2.0,0.0,0.0,24.0,16.0,1.0,431.0,0.0,80.0,11.0,0.0,231.0,17.0,0.0,0.0,0.0,0.0,55.0,42.0
2100,7323,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2105,2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,95430,91.0,3.0,34.0,18.0,2.0,1.0,20.0,162.0,2.0,6.0,3.0,3.0,37.0,6.0,7.0,6.0,691.0,0.0,36.0,0.0,0.0,275.0,20.0,0.0,0.0,0.0,0.0,60.0,16.0
2122,64620,36.0,0.0,33.0,24.0,1.0,5.0,5.0,209.0,4.0,3.0,1.0,1.0,31.0,7.0,42.0,16.0,332.0,0.0,40.0,5.0,0.0,105.0,2.0,0.0,0.0,0.0,1.0,26.0,13.0
2130,24948,27.0,2.0,6.0,10.0,0.0,0.0,0.0,89.0,0.0,1.0,0.0,12.0,5.0,2.0,0.0,2.0,193.0,0.0,37.0,0.0,0.0,123.0,3.0,0.0,0.0,0.0,0.0,32.0,2.0
2150,17841,16.0,0.0,1.0,5.0,0.0,2.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,123.0,0.0,9.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
2170,55215,29.0,0.0,11.0,9.0,2.0,1.0,9.0,125.0,6.0,1.0,3.0,9.0,24.0,12.0,1.0,1.0,823.0,0.0,26.0,0.0,0.0,124.0,1.0,0.0,0.0,0.0,0.0,32.0,21.0
2180,11697,44.0,3.0,8.0,5.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,76.0,19.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2185,29403,36.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,26.0,0.0,0.0,104.0,1.0,0.0,0.0,0.0,0.0,25.0,4.0
2188,9816,23.0,2.0,7.0,11.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,168.0,0.0,4.0,3.0,0.0,144.0,4.0,0.0,0.0,0.0,0.0,22.0,2.0
2198,15948,12.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2220,25536,6.0,0.0,4.0,5.0,0.0,2.0,1.0,27.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,12.0,107.0,0.0,11.0,0.0,0.0,55.0,4.0,0.0,0.0,0.0,0.0,12.0,3.0
2230,3477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,18507,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2275,7467,0.0,0.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4001,215574,1174.0,11.0,39.0,56.0,7.0,9.0,8.0,97.0,2.0,49.0,1.0,2.0,173.0,0.0,51.0,45.0,5595.0,22.0,1917.0,116.0,0.0,379.0,26.0,0.0,9.0,25.0,0.0,119.0,110.0
4003,378693,130.0,3.0,89.0,33.0,4.0,3.0,41.0,598.0,18.0,0.0,136.0,18.0,414.0,3.0,304.0,21.0,1414.0,14.0,195.0,590.0,0.0,239.0,51.0,4.0,79.0,0.0,0.0,325.0,47.0
4005,423471,387.0,12.0,52.0,19.0,12.0,12.0,17.0,908.0,7.0,11.0,23.0,5.0,1020.0,167.0,68.0,43.0,1996.0,4.0,1316.0,135.0,1.0,1105.0,126.0,1.0,5.0,1.0,0.0,438.0,40.0
4007,161877,365.0,9.0,68.0,20.0,4.0,0.0,13.0,242.0,13.0,1.0,161.0,5.0,197.0,11.0,117.0,61.0,1502.0,1.0,560.0,395.0,0.0,167.0,26.0,0.0,5.0,1.0,1.0,122.0,80.0
4009,114633,69.0,0.0,9.0,9.0,1.0,0.0,4.0,140.0,9.0,0.0,12.0,1.0,69.0,0.0,39.0,7.0,268.0,0.0,77.0,96.0,2.0,64.0,7.0,0.0,3.0,0.0,0.0,7.0,7.0
4011,28932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,16.0,2.0,11.0,1.0,45.0,0.0,28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0
4012,63561,34.0,0.0,19.0,23.0,2.0,6.0,2.0,138.0,28.0,4.0,374.0,2.0,218.0,44.0,5.0,12.0,1023.0,5.0,267.0,189.0,0.0,185.0,18.0,0.0,17.0,0.0,0.0,64.0,45.0
4013,13476849,5305.0,93.0,2378.0,931.0,222.0,199.0,1437.0,16978.0,256.0,743.0,624.0,222.0,4895.0,3584.0,5038.0,2250.0,37691.0,344.0,5241.0,450.0,26.0,15269.0,847.0,267.0,373.0,0.0,400.0,5447.0,2009.0
4015,632565,347.0,14.0,150.0,163.0,11.0,3.0,29.0,1146.0,35.0,30.0,5.0,81.0,733.0,128.0,316.0,408.0,4744.0,14.0,764.0,326.0,1.0,1114.0,65.0,4.0,166.0,1.0,16.0,503.0,106.0
4017,332574,350.0,5.0,78.0,23.0,3.0,7.0,16.0,507.0,38.0,0.0,86.0,19.0,216.0,5.0,243.0,43.0,2866.0,0.0,521.0,193.0,0.0,761.0,16.0,1.0,11.0,1.0,18.0,181.0,48.0
4019,3141228,945.0,34.0,926.0,348.0,39.0,72.0,420.0,4321.0,44.0,104.0,14.0,315.0,2120.0,386.0,227.0,1711.0,18849.0,108.0,2856.0,79.0,4.0,5492.0,109.0,3.0,681.0,0.0,2.0,2228.0,544.0
4021,1370061,468.0,6.0,158.0,100.0,9.0,22.0,46.0,986.0,50.0,53.0,58.0,25.0,580.0,157.0,260.0,158.0,3921.0,11.0,829.0,105.0,3.0,1527.0,72.0,2.0,38.0,0.0,7.0,486.0,125.0
4023,139275,37.0,1.0,35.0,8.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,402.0,0.0,140.0,48.0,2.0,90.0,9.0,0.0,18.0,0.0,1.0,23.0,14.0
4025,704697,284.0,6.0,95.0,48.0,8.0,2.0,11.0,651.0,56.0,16.0,47.0,19.0,763.0,104.0,102.0,288.0,1893.0,51.0,731.0,29.0,0.0,846.0,79.0,4.0,126.0,0.0,5.0,432.0,105.0
4027,642627,199.0,3.0,71.0,40.0,9.0,4.0,11.0,687.0,5.0,3.0,23.0,2.0,263.0,33.0,284.0,28.0,1673.0,0.0,320.0,44.0,1.0,650.0,17.0,0.0,0.0,0.0,7.0,375.0,48.0
5001,52695,29.0,1.0,9.0,4.0,3.0,2.0,4.0,27.0,7.0,4.0,7.0,1.0,88.0,16.0,127.0,1.0,233.0,0.0,6.0,1.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
5003,59316,19.0,1.0,14.0,3.0,2.0,1.0,1.0,25.0,3.0,0.0,3.0,0.0,15.0,5.0,69.0,4.0,86.0,0.0,1.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,5.0,33.0
5005,122913,27.0,0.0,25.0,15.0,1.0,3.0,3.0,236.0,5.0,1.0,29.0,0.0,83.0,9.0,161.0,1.0,657.0,0.0,71.0,16.0,0.0,178.0,1.0,0.0,3.0,0.0,0.0,41.0,11.0
5007,813828,371.0,1.0,136.0,40.0,2.0,51.0,18.0,1025.0,51.0,17.0,141.0,3.0,1006.0,61.0,789.0,55.0,6797.0,3.0,163.0,12.0,0.0,1172.0,14.0,0.0,2.0,0.0,7.0,139.0,55.0
5009,112317,114.0,4.0,27.0,8.0,0.0,8.0,1.0,123.0,6.0,0.0,8.0,0.0,93.0,3.0,143.0,4.0,361.0,0.0,25.0,11.0,0.0,161.0,4.0,0.0,0.0,0.0,0.0,9.0,11.0
