FIPS_Code,Employed_2019,Unemployed_2019,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,5_year_unemployment_delta
18021,11361,420,54349,94.32806396,-0.462686567
18023,16770,449,55336,96.04109955,-0.490196078
18025,4677,195,44332,76.94256592,-0.473684211
18027,16338,425,56611,98.25399017,-0.444444444
18029,24984,893,71351,123.8367157,-0.46969697
18031,15046,421,60891,105.6823502,-0.448979592
18033,22048,624,59714,103.6395493,-0.461538462
18035,51495,2017,45912,79.68481445,-0.457142857
18037,22641,538,63869,110.8509674,-0.43902439
18039,109226,3382,55782,96.81517792,-0.411764706
18041,8364,403,48499,84.17481232,-0.41025641
18043,40857,1288,64614,112.1439819,-0.392156863
18045,7754,274,55337,96.04283142,-0.514285714
18047,11096,382,67315,116.8318405,-0.492307692
18049,9587,304,55011,95.47702789,-0.5
18051,19085,480,61872,107.3849716,-0.444444444
18053,30681,1145,47509,82.45656586,-0.470588235
18055,13102,551,51918,90.10882568,-0.493670886
18057,183066,4609,107710,186.9413605,-0.390243902
18059,39979,1131,77905,135.2118225,-0.461538462
18061,19804,639,64270,111.546936,-0.446428571
18063,89090,2405,85827,148.9612427,-0.434782609
18065,21473,705,49293,85.5528717,-0.529411765
18067,35032,1440,54048,93.8056488,-0.380952381
18069,17708,582,54565,94.70294952,-0.448275862
18071,22354,592,59472,103.2195358,-0.48
18073,15638,588,65352,113.4248581,-0.462686567
18075,9150,275,49447,85.82015991,-0.5
18077,14612,495,53378,92.64279938,-0.459016393
18079,13178,433,55022,95.49612427,-0.52238806
18081,81583,2196,74427,129.175415,-0.48
18083,17967,548,48760,84.62779999,-0.423076923
18085,41378,1154,64677,112.2533264,-0.448979592
18087,19489,543,70746,122.7866745,-0.386363636
18089,217436,11041,57280,99.4151001,-0.392405063
18091,45474,1982,56427,97.93463898,-0.447368421
18093,20379,742,56261,97.64653015,-0.567901235
18095,56842,2127,54145,93.97399902,-0.492957746
18097,478497,15778,50707,88.00701141,-0.507692308
18099,22597,702,53695,93.19297791,-0.444444444
18101,5244,138,56735,98.46920013,-0.509433962
18103,14722,586,53658,93.12876129,-0.424242424
18105,68081,2286,53113,92.18286133,-0.438596491
18107,18292,558,54366,94.35756683,-0.444444444
18109,35351,1091,63414,110.061264,-0.482758621
18111,6616,281,61457,106.6647034,-0.405797101
18113,23009,715,60980,105.8368225,-0.423076923
18115,3109,109,58294,101.1750031,-0.507246377
18117,8380,289,47931,83.18898773,-0.571428571
18119,8939,363,53387,92.65841675,-0.518518519
18121,6770,261,51554,89.47706604,-0.471428571
18123,8950,299,53908,93.56266022,-0.448275862
18125,5927,197,52378,90.90719604,-0.37254902
18127,83116,3172,74064,128.5453949,-0.403225806
18129,13112,360,68435,118.7757111,-0.4375
18131,6351,194,52432,91.00092316,-0.444444444
18133,16090,559,64098,111.2484131,-0.484848485
18135,10904,409,50496,87.64080048,-0.4375
18137,13886,450,61219,106.2516251,-0.53030303
18139,8789,234,54371,94.36624908,-0.535714286
18141,133249,4803,53881,93.51580048,-0.461538462
18143,10218,368,50571,87.77097321,-0.485294118
18145,22515,656,59798,103.7853394,-0.50877193
18147,10526,328,59183,102.7179489,-0.411764706
18149,9486,418,54001,93.72407532,-0.416666667
18151,20152,538,59444,103.1709366,-0.458333333
18153,7833,347,53375,92.6375885,-0.408450704
18155,4863,163,52482,91.08769989,-0.457627119
18157,95087,2872,51228,88.91126251,-0.42
18159,9088,245,69960,121.4225006,-0.5
18161,3470,114,53866,93.48976898,-0.428571429
18163,91289,2827,51603,89.5621109,-0.444444444
18165,6484,356,50723,88.03478241,-0.395348837
18167,44813,2015,48082,83.45106506,-0.434210526
18169,14569,453,59874,103.917244,-0.454545455
18171,4076,122,64109,111.2675095,-0.524590164
18173,32114,937,79644,138.2300415,-0.428571429
18175,13355,444,51948,90.16088867,-0.515151515
18177,29871,1070,47885,83.10915375,-0.461538462
18179,14059,383,61636,106.9753723,-0.4375
18181,13216,356,58295,101.1767349,-0.490196078
18183,17162,514,67347,116.8873749,-0.431372549
19001,4204,101,57977,93.80329132,-0.425
19003,2161,38,53385,86.37371063,-0.484848485
19005,7191,264,56240,90.99292755,-0.375
19007,5806,216,41672,67.4227829,-0.368421053
19009,3069,79,53197,86.06954193,-0.418604651
19011,13271,407,70023,113.2929916,-0.347826087
19013,67887,2267,60010,97.09255981,-0.346938776
19015,14733,361,63975,103.5076904,-0.294117647
19017,13931,330,67229,108.7724686,-0.378378378
19019,11194,319,67906,109.8678131,-0.391304348
19021,11582,252,57048,92.3002243,-0.475
19023,7728,258,57080,92.35199738,-0.238095238
19025,4187,110,57007,92.23388672,-0.458333333
19027,10840,217,61379,99.30751801,-0.375
19029,6791,199,53692,86.87042236,-0.348837209
19031,10674,274,71029,114.920639,-0.358974359
19033,23180,657,54589,88.32170868,-0.391304348
19035,6061,157,59901,96.91620636,-0.509803922
19037,6364,190,60111,97.25597382,-0.382978723
19039,4795,144,57708,93.36806488,-0.355555556
19041,8350,239,57174,92.50408173,-0.333333333
19043,9884,376,53223,86.11160278,-0.26
19045,22208,869,56865,92.00414276,-0.269230769
19047,7928,294,58077,93.96508789,-0.12195122
19049,50636,1013,97535,157.8057556,-0.393939394
19051,4143,122,57150,92.46525574,-0.431372549
19053,4316,99,44873,72.60180664,-0.421052632
19055,10453,253,70091,113.4030151,-0.368421053
19057,18783,783,53547,86.63581848,-0.2
19059,9878,296,66211,107.1254044,-0.382978723
19061,55244,1512,62481,101.0904922,-0.341463415
19063,5176,137,55635,90.01407623,-0.333333333
19065,10327,385,53142,85.98055267,-0.28
19067,8606,320,55369,89.58370209,-0.2
19069,5629,137,55847,90.35707855,-0.384615385
19071,3649,103,60498,97.88211823,-0.307692308
19073,5342,132,55562,89.89596558,-0.4
19075,6442,183,73683,119.214653,-0.317073171
19077,5468,172,64965,105.1094513,-0.318181818
19079,6781,200,63234,102.3087997,-0.355555556
19081,5819,145,62030,100.3608017,-0.272727273
19083,7937,263,57103,92.38921356,-0.255813953
19085,7182,185,63901,103.3879623,-0.375
19087,9649,265,57747,93.4311676,-0.386363636
19089,5074,148,58028,93.88580322,-0.3
19091,5039,139,56695,91.72909546,-0.289473684
19093,4088,83,58249,94.24337006,-0.444444444
19095,10407,238,66861,108.1770706,-0.476190476
19097,10774,353,57687,93.33409119,-0.36
19099,19398,592,67317,108.9148483,-0.318181818
19101,9904,251,51741,83.71382141,-0.431818182
19103,85960,1784,67295,108.8792496,-0.35483871
19105,10448,346,63399,102.5757599,-0.346938776
19107,5128,174,54937,88.88475037,-0.25
19109,8337,190,59568,96.37743378,-0.3125
19111,15633,644,51089,82.65892029,-0.322033898
19113,120417,3640,64783,104.8149872,-0.340909091
19115,5923,188,60544,97.95654297,-0.311111111
19117,4600,97,53085,85.88832855,-0.461538462
19119,7016,119,66139,107.0089111,-0.32
19121,8366,321,72578,117.4268265,-0.177777778
19123,11705,306,59242,95.84998322,-0.431818182
19125,18150,400,66381,107.4004593,-0.421052632
19127,17304,824,55631,90.00760651,-0.166666667
19129,7279,176,72679,117.5902405,-0.454545455
19131,6702,119,61247,99.09395599,-0.527777778
19133,4357,134,53104,85.91906738,-0.4
19135,3940,125,56397,91.24694824,-0.392156863
19137,4910,135,52715,85.28969574,-0.341463415
19139,21435,638,61767,99.93527985,-0.355555556
19141,8155,182,60298,97.55853271,-0.333333333
19143,3494,69,60702,98.21217346,-0.424242424
19145,6282,166,52179,84.42247772,-0.409090909
19147,4741,108,55074,89.10641479,-0.388888889
19149,14661,340,69165,111.9048004,-0.323529412
19151,4458,88,56146,90.8408432,-0.457142857
19153,264667,7813,67331,108.9375,-0.30952381
19155,47417,1209,60322,97.5973587,-0.418604651
19157,10191,279,57741,93.42145538,-0.357142857
19159,2413,72,50890,82.33695221,-0.236842105
19161,5229,128,59392,96.09267426,-0.384615385
19163,87344,3031,65724,106.337471,-0.346153846
19165,6594,144,60498,97.88211823,-0.322580645
19167,20908,403,71566,115.7894745,-0.344827586
19169,57784,1089,64151,103.79245,-0.379310345
19171,9306,300,56281,91.05926514,-0.41509434
19173,3158,61,51510,83.34007263,-0.486486486
19175,6151,206,52914,85.61166382,-0.319148936
19177,3605,101,50425,81.58460999,-0.4
19179,17282,664,50533,81.75934601,-0.327272727
19181,27982,735,79557,128.7184296,-0.35
19183,11824,303,63230,102.30233,-0.305555556
19185,2773,75,49962,80.83550262,-0.48
19187,19023,617,53344,86.30737305,-0.354166667
19189,5028,145,50258,81.31441498,-0.333333333
19191,11697,348,65482,105.9459305,-0.30952381
19193,54945,1546,58419,94.51841736,-0.386363636
19195,4118,120,60139,97.30127716,-0.377777778
19197,6860,183,54251,87.77484894,-0.365853659
20001,6242,227,46690,75.27246094,-0.3
20003,4058,137,51352,82.78842163,-0.352941176
20005,6657,362,51860,83.60740662,-0.2
20007,2266,58,50660,81.67279053,-0.193548387
20009,13249,422,50754,81.82434082,-0.114285714
20011,6439,284,47452,76.50093842,-0.192307692
20013,5202,168,47558,76.67182922,-0.243902439
20015,31620,1051,66199,106.7243805,-0.333333333
20017,1497,42,51022,82.25640106,-0.341463415
20019,1384,54,43664,70.39401245,-0.296296296
20021,9813,349,47682,76.87173462,-0.32
20023,1278,32,47323,76.29296112,-0.225806452
20025,1046,25,59085,95.25537109,-0.115384615
20027,3670,121,52781,85.09221649,-0.272727273
20029,3675,122,46299,74.64209747,-0.238095238
20031,3830,181,62715,101.1075668,-0.210526316
20033,847,23,47854,77.14903259,-0.161290323
20035,15821,546,51537,83.08666992,-0.282608696
20037,18137,726,42723,68.87696075,-0.283018868
20039,1203,37,46878,75.57554626,-0.142857143
20041,8580,313,58066,93.61256409,-0.3
20043,4014,138,52596,84.79396057,-0.266666667
20045,63685,1931,62559,100.8560638,-0.292682927
20047,1430,37,49047,79.07235718,-0.242424242
20049,1113,43,41930,67.59850311,-0.274509804
20051,16688,387,51237,82.60301971,-0.148148148
20053,2673,76,56988,91.87463379,-0.034482759
20055,20159,480,57412,92.55819702,-0.323529412
20057,16728,425,54604,88.03121185,-0.342105263
20059,13619,464,55984,90.25601196,-0.352941176
20061,10845,490,58978,95.08286285,-0.402777778
20063,1449,31,52986,85.42271423,-0.192307692
20065,1082,34,48912,78.85471344,-0.0625
20067,3121,91,65178,105.0783539,-0.176470588
20069,3177,65,69077,111.3642197,-0.259259259
20071,795,18,58492,94.29934692,0.047619048
20073,3136,102,44876,72.34796906,-0.288888889
20075,1568,30,55857,90.05126953,-0.173913043
20077,2792,73,47540,76.64280701,-0.324324324
20079,16660,498,62961,101.504158,-0.30952381
20081,2174,50,62477,100.7238693,-0.153846154
20083,968,24,58360,94.08654022,-0.294117647
20085,6943,207,60615,97.72200012,-0.292682927
20087,9883,311,68549,110.5129929,-0.354166667
20089,1267,37,46017,74.18746185,-0.263157895
20091,331451,9401,91913,148.1798553,-0.263157895
20093,1992,47,67301,108.5009995,-0.258064516
20095,3267,108,56907,91.74404907,-0.2
20097,1260,30,49588,79.94454193,-0.303030303
20099,9664,398,44170,71.20977783,-0.310344828
20101,753,20,60315,97.23834229,-0.1875
20103,35329,1256,75840,122.2673645,-0.32
20105,1633,38,47557,76.67021179,-0.43902439
20107,4150,265,62876,101.3671265,-0.189189189
20109,1592,33,53538,86.3126297,-0.090909091
20111,16188,567,49840,80.35080719,-0.333333333
20113,16860,383,65834,106.1359406,-0.3125
20115,5864,178,51771,83.46392059,-0.275
20117,5353,157,55858,90.05287933,-0.125
20119,2105,49,64640,104.2109985,-0.115384615
20121,17143,584,74428,119.9909744,-0.29787234
20123,3295,79,51979,83.79925537,-0.28125
20125,14243,604,44240,71.32263184,-0.280701754
20127,2915,82,54775,88.3068924,-0.386363636
20129,1104,33,56175,90.56394196,-0.256410256
20131,5232,147,63373,102.1683731,-0.035714286
20133,5853,282,49533,79.85587311,-0.386666667
20135,1304,33,54727,88.22950745,-0.074074074
20137,2637,59,49739,80.18798065,-0.083333333
20139,7738,285,55655,89.72560883,-0.333333333
20141,1996,41,46351,74.72592926,-0.459459459
20143,2935,81,58729,94.68143463,-0.341463415
20145,2772,81,65141,105.0186996,-0.263157895
20147,2578,69,51546,83.10118103,-0.257142857
20149,12072,351,73685,118.793129,-0.282051282
20151,4791,124,53980,87.02521515,-0.21875
20153,1463,33,50768,81.84690857,-0.083333333
20155,28837,951,53371,86.043396,-0.272727273
20157,2223,58,47082,75.90442657,-0.166666667
20159,5102,145,56350,90.84606934,-0.2
20161,34171,996,51996,83.82666016,-0.243243243
20163,2447,88,49485,79.77848816,-0.027777778
20165,1587,45,53189,85.74998474,-0.2
20167,3213,96,46112,74.34062195,-0.171428571
20169,29406,903,56741,91.4764328,-0.285714286
20171,2771,53,62914,101.4283905,-0.296296296
20173,244453,8735,60014,96.75308228,-0.339622642
20175,9261,294,55727,89.84168243,-0.114285714
20177,87602,3013,59451,95.84542084,-0.29787234
20179,1383,31,54627,88.06829071,-0.153846154
20181,2788,77,54000,87.05745697,-0.15625
20183,1938,50,45915,74.02302551,-0.193548387
20185,1946,54,51007,82.23221588,-0.27027027
20187,968,25,63401,102.2135162,-0.242424242
20189,2515,66,61264,98.76829529,-0.133333333
20191,10502,367,53618,86.44160461,-0.276595745
20193,4223,97,58652,94.55729675,-0.24137931
20195,1373,40,52597,84.795578,-0.096774194
20197,3568,117,66168,106.674408,-0.219512195
20199,796,21,54714,88.2085495,0.04
20201,2857,77,46263,74.58406067,-0.1875
20203,1355,27,54009,87.07196808,-0.285714286
20205,3790,155,46243,74.55181885,-0.434782609
20207,1553,68,43751,70.53427124,-0.192307692
20209,73810,3353,47292,76.24298859,-0.367647059
21001,6777,368,37650,72.04914093,-0.395348837
21003,8718,365,47307,90.52931976,-0.322033898
21005,11596,432,61308,117.3224106,-0.307692308
21007,3286,192,48053,91.95690155,-0.3125
21009,18014,819,44859,85.84468842,-0.317460317
21011,4376,278,42248,80.84812927,-0.325842697
21013,7885,517,30940,59.20851135,-0.386138614
21015,70048,2357,78806,150.8075562,-0.365384615
21017,9275,356,47046,90.02985382,-0.339285714
21019,16856,970,50017,95.7153244,-0.28
21021,12094,565,53644,102.6561508,-0.347826087
21023,3687,181,53289,101.9768066,-0.405063291
21025,3221,250,33407,63.92950058,-0.368421053
21027,7533,409,46069,88.16020966,-0.291666667
21029,41561,1718,66335,126.9423599,-0.310344828
21031,4902,239,46305,88.61183167,-0.386666667
21033,5216,263,44144,84.47642517,-0.261538462
21035,17985,740,45574,87.21295166,-0.298245614
21037,49549,1713,66520,127.2963867,-0.365384615
21039,2148,90,49659,95.03023529,-0.333333333
21041,5131,203,51672,98.8824234,-0.464788732
21043,8950,779,43492,83.22872162,-0.252336449
21045,6463,273,34751,66.50145721,-0.397058824
21047,23163,1331,46390,88.77449799,-0.289473684
21049,16623,653,55428,106.0701141,-0.37704918
21051,4824,348,30175,57.74456406,-0.396396396
21053,3777,212,34005,65.0738678,-0.411111111
21055,3599,177,44595,85.33948517,-0.241935484
21057,3094,129,34897,66.78084564,-0.466666667
21059,45442,1773,52620,100.6965714,-0.321428571
21061,4531,229,47482,90.86420441,-0.421686747
21063,1866,161,34262,65.56567383,-0.300884956
21065,5115,257,35004,66.98561096,-0.36
21067,170118,5609,58981,112.869339,-0.333333333
21069,5897,325,43943,84.09178162,-0.324675325
21071,10409,680,35828,68.56246185,-0.401960784
21073,24288,907,58917,112.7468643,-0.320754717
21075,1923,112,34376,65.78383636,-0.337349398
21077,3963,158,55273,105.7734985,-0.457142857
21079,7375,346,51757,99.04508209,-0.307692308
21081,11287,468,55210,105.6529388,-0.384615385
21083,15118,697,48038,91.92819977,-0.405405405
21085,10465,533,43771,83.76262665,-0.428571429
21087,4917,215,38896,74.4335556,-0.353846154
21089,12629,850,52179,99.85264587,-0.258823529
21091,3786,147,60626,116.0172958,-0.383333333
21093,47280,1956,57711,110.4389954,-0.35483871
21095,6120,614,30050,57.50535965,-0.345323741
21097,8474,365,51475,98.50543213,-0.316666667
21099,7573,365,42718,81.74755096,-0.26984127
21101,20859,810,53199,101.8045807,-0.393442623
21103,7973,293,51806,99.13885498,-0.385964912
21105,1683,83,52331,100.1435242,-0.241935484
21107,17643,810,48769,93.32707977,-0.3125
21109,3872,254,34940,66.86313629,-0.456140351
21111,384100,15508,59025,112.953537,-0.35
21113,25851,942,62533,119.6666412,-0.326923077
21115,6323,428,31202,59.70988846,-0.315217391
21117,85708,3033,68692,131.4528503,-0.381818182
21119,4188,295,32613,62.41005707,-0.405405405
21121,9379,570,31634,60.53659058,-0.424242424
21123,5746,261,49785,95.27135468,-0.348484848
21125,23731,1165,44033,84.26400757,-0.381578947
21127,4844,349,38055,72.82417297,-0.294736842
21129,1989,116,30905,59.1415329,-0.432989691
21131,2466,212,32202,61.6235466,-0.3828125
21133,5841,447,32435,62.06942749,-0.422764228
21135,4264,397,37410,71.58986664,-0.114583333
21137,8925,452,43220,82.70820618,-0.454545455
21139,3442,201,50521,96.67980957,-0.329268293
21141,12105,490,48902,93.58159637,-0.303571429
21143,2977,144,52978,101.3816605,-0.342857143
21145,27864,1393,48219,92.27457428,-0.314285714
21147,4450,272,32701,62.57846069,-0.447619048
21149,3988,180,51184,97.94856262,-0.317460317
21151,45884,1768,50316,96.2875061,-0.314814815
21153,2789,329,32045,61.32310104,-0.237410072
21155,9372,360,48062,91.97412872,-0.421875
21157,14437,679,57945,110.8867874,-0.328358209
21159,2496,182,34291,65.62117004,-0.252747253
21161,6724,393,47861,91.58948517,-0.303797468
21163,11653,548,54946,105.1477356,-0.357142857
21165,2174,156,37457,71.67980957,-0.316326531
21167,9622,450,55267,105.7620163,-0.262295082
21169,3922,191,38978,74.59047699,-0.245901639
21171,4494,176,36512,69.87139893,-0.309090909
21173,11045,599,52903,101.2381363,-0.310810811
21175,4346,236,37433,71.63388062,-0.446808511
21177,9886,622,45049,86.20828247,-0.223684211
21179,22232,1022,64795,123.9953308,-0.278688525
21181,3173,141,38084,72.87966919,-0.441558442
21183,9278,480,47542,90.97902679,-0.363636364
21185,32532,1058,101152,193.5701141,-0.340425532
21187,4915,226,51494,98.54179382,-0.12
21189,1015,76,28727,54.97359085,-0.326923077
21191,6784,257,58962,112.8329773,-0.439393939
21193,7858,482,38000,72.71892548,-0.436893204
21195,18952,1106,36875,70.56606293,-0.476190476
21197,4784,259,41760,79.91426849,-0.392857143
21199,25467,1210,43568,83.37416077,-0.383561644
21201,769,42,47017,89.9743576,-0.333333333
21203,6353,308,40790,78.05802155,-0.386666667
21205,9878,531,44068,84.33098602,-0.260869565
21207,5921,344,44056,84.30802155,-0.460784314
21209,28818,997,74719,142.9864502,-0.326530612
21211,25017,849,71737,137.2799225,-0.326530612
21213,8531,388,52931,101.2917175,-0.254237288
21215,10185,356,79863,152.8302917,-0.346153846
21217,12298,522,48485,92.78360748,-0.467532468
21219,5227,207,47742,91.36175537,-0.296296296
21221,5715,273,49955,95.59667969,-0.342857143
21223,3710,164,58998,112.9018707,-0.416666667
21225,5826,265,49870,95.43401337,-0.3125
21227,63266,2483,53238,101.8792114,-0.309090909
21229,6015,236,51286,98.14375305,-0.296296296
21231,7038,413,34449,65.92353058,-0.427083333
21233,5528,223,49079,93.9203186,-0.277777778
21235,13146,683,38191,73.08442688,-0.436781609
21237,1832,135,32773,62.71624374,-0.383928571
21239,14622,455,67815,129.7745667,-0.333333333
22001,22870,1240,44728,87.51663208,-0.089285714
22003,8402,483,47111,92.17930603,-0.23943662
22005,62953,2601,83072,162.5420685,-0.230769231
22007,8448,522,51763,101.281601,-0.236842105
22009,14454,857,38316,74.97064972,-0.211267606
22011,14023,743,55343,108.286377,-0.253731343
22013,5246,316,37198,72.78312683,-0.269230769
22015,56067,2426,54080,105.8151398,-0.267857143
22017,98523,5368,45613,89.2482605,-0.287671233
22019,103255,4237,53050,103.7997971,-0.327586207
22021,3586,224,44007,86.105896,-0.223684211
22023,3839,143,60317,118.0187073,-0.25
22025,3207,211,36794,71.99264526,-0.215189873
22027,5559,317,36497,71.41152191,-0.260273973
22029,6611,439,36276,70.97910309,-0.261904762
22031,10397,636,47347,92.64107513,-0.265822785
22033,222303,9898,56303,110.1647491,-0.232142857
22035,1711,194,29943,58.58769608,-0.291666667
22037,7623,357,50041,97.91226196,-0.285714286
22039,11335,683,35146,68.76809692,-0.136363636
22041,6921,517,35484,69.42944336,-0.247311828
22043,7804,463,49544,96.93981171,-0.2
22045,26563,1471,47731,93.39242554,-0.161290323
22047,13268,809,55198,108.0026627,-0.25974026
22049,6563,315,43232,84.58950043,-0.206896552
22051,207033,8696,55909,109.3938293,-0.322033898
22053,12807,607,47988,93.89527893,-0.224137931
22055,111100,4823,60053,117.5021515,-0.125
22057,40541,1838,54145,105.9423218,-0.085106383
22059,6509,280,51014,99.81607819,-0.196078431
22061,20988,1148,41608,81.41191101,-0.297297297
22063,67224,2758,63852,124.9354324,-0.277777778
22065,3289,274,32229,63.06057739,-0.293577982
22067,9250,804,34922,68.3298111,-0.272727273
22069,15539,962,49536,96.92416382,-0.236842105
22071,172235,8494,45092,88.22885132,-0.308823529
22073,67208,3620,43235,84.59536743,-0.25
22075,9673,422,60795,118.9539795,-0.25
22077,9354,511,48011,93.94028473,-0.246376812
22079,52841,2714,49687,97.21961212,-0.257575758
22081,3597,186,39806,77.88604736,-0.309859155
22083,7803,500,39586,77.45558167,-0.294117647
22085,8854,456,45486,88.99976349,-0.234375
22087,19377,955,45806,89.62589264,-0.308823529
22089,24504,1061,71579,140.0543976,-0.3
22091,4005,253,43376,84.87125397,-0.397959184
22093,8827,539,57250,112.0176849,-0.30952381
22095,18666,1067,54944,107.5056763,-0.307692308
22097,30284,1948,39599,77.48101807,-0.2
22099,21308,1103,47247,92.44541168,-0.125
22101,18829,1133,40918,80.06182861,-0.080645161
22103,117050,4891,71526,139.9506989,-0.272727273
22105,52318,2938,47860,93.6448288,-0.293333333
22107,1291,113,31436,61.50896072,-0.139784946
22109,44602,2086,51719,101.1955109,-0.0625
22111,8662,515,44617,87.29944611,-0.243243243
22113,23100,1181,50193,98.20967102,-0.109090909
22115,15028,925,51652,101.064415,-0.30952381
22117,15974,960,35505,69.47053528,-0.25974026
22119,13693,856,38386,75.10761261,-0.313953488
22121,13190,603,65344,127.8547363,-0.228070175
22123,3289,376,42614,83.3802948,-0.1953125
22125,5251,215,65296,127.7608185,-0.303571429
22127,4606,298,43166,84.46035767,-0.175675676
23001,53870,1485,58958,100.2277985,-0.5
23003,29058,1254,40675,69.14694977,-0.453333333
23005,162001,3560,75254,127.9307785,-0.5
23007,13926,497,51136,86.93050385,-0.476923077
23009,28304,918,58926,100.1734009,-0.537313433
23011,60628,1645,55358,94.10784912,-0.509433962
23013,19884,533,55910,95.04624176,-0.490196078
23015,16523,447,58619,99.65150452,-0.559322034
23017,25716,860,50344,85.58411407,-0.542857143
23019,74560,2279,50702,86.19271088,-0.508196721
23021,7046,245,43509,73.96470642,-0.527777778
23023,19185,406,65841,111.9288025,-0.533333333
23025,21577,901,45333,77.06548309,-0.487179487
23027,20141,594,51073,86.8234024,-0.516666667
23029,13130,570,39068,66.41506958,-0.481481481
23031,111658,2794,66803,113.5641937,-0.529411765
24001,30618,1635,48170,55.59531021,-0.32
24003,311556,9513,100916,116.4720001,-0.4
24005,442597,16494,76972,88.83708191,-0.4
24009,49192,1559,111056,128.1750641,-0.403846154
24011,17719,642,60143,69.41392517,-0.435483871
24013,94187,2746,101810,117.5038071,-0.404255319
24015,51812,2079,75307,86.91542053,-0.4
24017,85871,3141,102510,118.3117142,-0.385964912
24019,15424,728,48709,56.21739578,-0.457831325
24021,133683,4237,102951,118.820694,-0.38
24023,15301,680,59253,68.38673401,-0.385714286
24025,138927,4645,91492,105.5953064,-0.428571429
24027,186427,5102,121329,140.0316162,-0.372093023
24029,9873,399,65615,75.72942352,-0.380952381
24031,549296,16167,110012,126.9701309,-0.325581395
24033,494934,18814,85357,98.51461029,-0.383333333
24035,27432,852,101350,116.9729004,-0.4
24037,55414,1869,89123,102.8611298,-0.377358491
24039,8585,552,38731,44.70130539,-0.35483871
24041,18626,649,75714,87.38516235,-0.37037037
24043,72015,2846,59785,69.00074005,-0.40625
24045,49020,2350,54351,62.72909927,-0.394736842
24047,23880,1861,65821,75.96717834,-0.368421053
24510,273351,14409,49780,57.4534874,-0.404761905
25001,109493,4594,82686,96.483078,-0.444444444
25003,61630,2350,58805,68.61727142,-0.439393939
25005,289623,11694,69857,81.5134201,-0.472972973
25007,9166,409,76036,88.72345734,-0.455696203
25009,412856,13186,83253,97.14469147,-0.483333333
25011,39639,1142,60143,70.17852783,-0.471698113
25013,217841,9693,59918,69.91598511,-0.434210526
25015,87730,2536,74142,86.5134201,-0.471698113
25017,898135,22134,106543,124.3208847,-0.489361702
25019,7288,332,96030,112.0536728,-0.290322581
25021,383017,10327,106851,124.6802826,-0.48
25023,276649,8970,90584,105.6989517,-0.483333333
25025,443583,12390,75843,88.49825287,-0.490566038
25027,431084,14593,77795,90.77596283,-0.459016393
26001,3650,240,41491,69.70700073,-0.41509434
26003,2942,243,52285,87.84146881,-0.269230769
26005,60603,1914,66568,111.8376389,-0.425925926
26007,12590,613,43676,73.37791443,-0.425
26009,9791,520,58317,97.97554016,-0.473684211
26011,5662,389,44017,73.95080566,-0.423423423
26013,3010,198,48371,81.26574707,-0.451327434
26015,30877,1013,67703,113.7444992,-0.407407407
26017,47905,2281,50130,84.22096252,-0.375
26019,8396,441,56934,95.65203094,-0.425287356
26021,71093,2903,50659,85.10971069,-0.426470588
26023,18655,741,52255,87.79106903,-0.432835821
26025,60018,2506,50205,84.34696198,-0.365079365
26027,23754,1027,55029,92.45153046,-0.388059701
26029,12314,587,58831,98.83908844,-0.43902439
26031,9613,897,47876,80.43412781,-0.205607477
26033,15109,987,49610,83.34733582,-0.357894737
26035,11098,702,42480,71.36856842,-0.404040404
26037,40127,1211,72666,122.0825882,-0.42
26039,5287,307,49114,82.51403046,-0.421052632
26041,16261,877,48880,82.12089539,-0.4
26043,11771,508,53751,90.3044281,-0.397058824
26045,55625,1912,65891,110.7002487,-0.421052632
26047,16784,938,59456,99.88911438,-0.447916667
26049,172579,8806,50554,84.93330383,-0.3875
26051,9358,554,46458,78.05181122,-0.397849462
26053,5708,298,39030,65.57239532,-0.438202247
26055,48118,1689,65041,109.2722015,-0.433333333
26057,17281,771,51046,85.7598877,-0.394366197
26059,19676,836,50015,84.02775574,-0.414285714
26061,15480,768,45006,75.61238098,-0.38961039
26063,14770,663,49126,82.53418732,-0.376811594
26065,146061,5208,54704,91.90551758,-0.451612903
26067,29372,1015,59582,100.1007996,-0.467741935
26069,9594,595,43605,73.25862885,-0.408163265
26071,4842,277,46814,78.64990997,-0.379310345
26073,33442,1290,46677,78.4197464,-0.372881356
26075,71919,2726,56001,94.08454132,-0.447761194
26077,129857,4311,56739,95.32441711,-0.428571429
26079,7539,439,47620,80.00402832,-0.421052632
26081,351699,10207,66560,111.8241959,-0.44
26083,841,60,47318,79.49665833,-0.401785714
26085,3539,232,38044,63.91586304,-0.446428571
26087,39205,2299,66415,111.5805893,-0.421052632
26089,10089,386,72888,122.4555664,-0.447761194
26091,44693,1762,55466,93.18571472,-0.40625
26093,101488,3549,87827,147.5538483,-0.46031746
26095,2128,140,45464,76.38184357,-0.270588235
26097,4722,468,44986,75.57878113,-0.196428571
26099,432975,19612,65051,109.2890015,-0.455696203
26101,9852,562,50047,84.08151245,-0.364705882
26103,30942,1545,54913,92.2566452,-0.314285714
26105,12999,656,49869,83.7824707,-0.36
26107,17598,839,47705,80.14683533,-0.417721519
26109,10580,431,49189,82.64002991,-0.434782609
26111,38713,1475,69859,117.3666916,-0.393442623
26113,6612,325,51317,86.21517944,-0.397435897
26115,72901,2884,64341,108.0961685,-0.37704918
