fips_state_county_code,less_than_hs,hs_diploma_only,some_college_or_associates,bachelors_or_higher,Living Wage,Poverty Wage,Minimum Wage,Employed_2019,Unemployed_2019,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,5_year_unemployment_delta,population_2020,10_year_pop_delta,20_year_pop_delta,rucc_Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,"rucc_Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ","rucc_Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ","rucc_Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ","rucc_Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ","rucc_Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ","rucc_Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ","rucc_Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ","rucc_Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
13317,1130,3048,1796,954,26.42,10.44,7.25,3633.0,179.0,39716.0,64.1097641,-0.494623656,9565.0,-0.097045219,-0.106575752,0,0,0,0,0,1,0,0,0
13319,973,3142,1454,678,26.23,10.44,7.25,3898.0,155.0,43902.0,70.86682892,-0.563218391,8877.0,-0.071734811,-0.129876495,0,0,0,1,0,0,0,0,0
13321,2434,6072,4155,1562,26.87,10.44,7.25,8697.0,356.0,43142.0,69.64002991,-0.506329114,20784.0,-0.041284192,-0.05651641,0,0,1,0,0,0,0,0,0
15001,10886,42737,46398,41656,32.73,12.01,10.1,88618.0,2868.0,64929.0,77.54197693,-0.41509434,200629.0,0.084018176,0.349755451,0,0,0,0,0,0,0,0,1
15003,55514,176669,211147,238767,38.15,12.01,10.1,442802.0,10585.0,86946.0,103.8359604,-0.425,1016508.0,0.066408451,0.160186678,0,1,0,0,0,0,0,0,0
15005,6,17,24,15,35.18,12.01,10.1,,,,,,82.0,-0.088888889,-0.442176871,0,0,1,0,0,0,0,0,0
15007,3842,15313,16988,14909,36.08,12.01,10.1,35936.0,895.0,73029.0,87.21546936,-0.47826087,73298.0,0.092516135,0.253814574,0,0,0,0,0,0,0,0,1
15009,9473,36912,39613,32119,35.18,12.01,10.1,85410.0,2076.0,77375.0,92.40571594,-0.441860465,164754.0,0.064068615,0.28623624,0,0,1,0,0,0,0,0,0
16001,14898,68859,105494,118604,28.15,10.44,7.25,247613.0,6064.0,72295.0,118.8476105,-0.368421053,494967.0,0.261496311,0.644665446,0,1,0,0,0,0,0,0,0
16003,313,1119,1098,679,26.48,10.44,7.25,1600.0,111.0,50042.0,82.26532745,-0.293478261,4379.0,0.101358149,0.257249498,0,0,0,0,1,0,0,0,0
16005,4095,14352,20715,15104,26.9,10.44,7.25,41346.0,1139.0,53306.0,87.63110352,-0.341463415,87018.0,0.050447253,0.151610598,0,0,1,0,0,0,0,0,0
16007,258,1527,1441,750,26.48,10.44,7.25,2884.0,82.0,54550.0,89.67614746,-0.317073171,6372.0,0.064483796,-0.007167342,0,0,0,0,1,0,0,0,0
16009,807,2491,2198,987,27.0,10.44,7.25,3867.0,203.0,49303.0,81.05046844,-0.324324324,9530.0,0.026386645,0.039371796,0,0,0,0,0,1,0,0,0
16011,2988,8627,10080,5848,26.7,10.44,7.25,23121.0,599.0,59959.0,98.56813812,-0.390243902,47992.0,0.052294604,0.149867024,0,0,0,0,0,0,0,1,0
16013,1796,4052,4402,5609,28.89,10.44,7.25,12008.0,307.0,75778.0,124.5734024,-0.390243902,24272.0,0.135479042,0.277877224,0,0,0,0,0,0,1,0,0
16015,327,1756,2104,1560,28.15,10.44,7.25,3364.0,143.0,64443.0,105.9395065,-0.316666667,7610.0,0.082811611,0.145394341,0,1,0,0,0,0,0,0,0
16017,2955,9615,12004,7687,27.18,10.44,7.25,19216.0,792.0,56729.0,93.25826263,-0.384615385,47110.0,0.152481836,0.279850037,0,0,0,0,0,1,0,0,0
16019,5575,17620,24392,21686,27.06,10.44,7.25,55670.0,1295.0,65165.0,107.1264191,-0.394736842,123964.0,0.189285646,0.50177479,0,0,1,0,0,0,0,0,0
16021,670,3480,2390,1616,26.48,10.44,7.25,5116.0,227.0,50709.0,83.36183167,-0.236363636,12056.0,0.098796938,0.220242915,0,0,0,0,0,0,1,0,0
16023,138,689,776,309,27.09,10.44,7.25,1337.0,34.0,51742.0,85.06000519,-0.489795918,2574.0,-0.10965064,-0.11149465,0,0,1,0,0,0,0,0,0
16025,49,316,248,119,26.48,10.44,7.25,662.0,18.0,56014.0,92.08285522,-0.469387755,1077.0,-0.035810206,0.097859327,0,0,0,0,1,0,0,0,0
16027,19948,42930,46038,24974,28.15,10.44,7.25,101285.0,3186.0,58670.0,96.44911957,-0.444444444,231105.0,0.22327615,0.758094209,0,1,0,0,0,0,0,0,0
16029,387,1425,1755,837,26.48,10.44,7.25,3996.0,104.0,61518.0,101.1310196,-0.342105263,7027.0,0.00919144,-0.036869518,0,0,0,0,0,1,0,0,0
16031,2293,4166,4934,2600,26.52,10.44,7.25,11843.0,279.0,53284.0,87.59494019,-0.394736842,24655.0,0.074198327,0.152156643,0,0,0,0,0,0,1,0,0
16033,221,154,108,67,26.89,10.44,7.25,361.0,13.0,48726.0,80.10192108,-0.186046512,790.0,-0.195519348,-0.227005871,0,0,0,0,1,0,0,0,0
16035,649,2402,2512,1211,26.99,10.44,7.25,2699.0,186.0,49816.0,81.89379883,-0.247058824,8734.0,-0.00308184,-0.021729391,0,0,0,0,0,1,0,0,0
16037,339,913,1164,779,26.59,10.44,7.25,2126.0,88.0,49055.0,80.64277649,-0.365079365,4275.0,-0.021291209,-0.014976959,0,0,0,1,0,0,0,0,0
16039,1689,4486,7449,3140,27.07,10.44,7.25,11174.0,358.0,47796.0,78.57307434,-0.340425532,28666.0,0.060211554,-0.01545542,0,0,0,0,0,1,0,0,0
16041,769,3003,2766,1409,26.5,10.44,7.25,6904.0,156.0,55421.0,91.10800934,-0.266666667,14194.0,0.110120444,0.252448601,0,0,1,0,0,0,0,0,0
16043,1130,2538,2919,1825,26.73,10.44,7.25,7565.0,171.0,56162.0,92.32615662,-0.405405405,13388.0,0.011025525,0.13332769,0,0,0,0,0,1,0,0,0
16045,1458,4420,3992,2092,27.51,10.44,7.25,8042.0,261.0,53733.0,88.33306122,-0.425925926,19123.0,0.143788504,0.259832664,0,1,0,0,0,0,0,0,0
16047,2040,3413,2616,1672,26.48,10.44,7.25,7994.0,203.0,50205.0,82.53328705,-0.305555556,15598.0,0.008665287,0.102332155,0,0,0,0,0,0,1,0,0
16049,1147,4369,4191,2393,26.48,10.44,7.25,6275.0,281.0,48866.0,80.3320694,-0.376811594,16541.0,0.016843917,0.066748355,0,0,0,0,0,1,0,0,0
16051,1619,4191,6574,4060,27.06,10.44,7.25,13651.0,308.0,63078.0,103.6955414,-0.388888889,30891.0,0.181752104,0.615891615,0,0,1,0,0,0,0,0,0
16053,3284,4415,4390,2322,27.02,10.44,7.25,11915.0,301.0,56320.0,92.58589172,-0.305555556,24237.0,0.083266291,0.317156676,0,0,0,0,0,0,1,0,0
16055,7465,29662,44412,27458,28.05,10.44,7.25,77179.0,2703.0,62764.0,103.1793518,-0.358490566,171362.0,0.237324361,0.576728437,0,0,1,0,0,0,0,0,0
16057,928,4404,6851,10134,26.82,10.44,7.25,19902.0,516.0,54999.0,90.41426849,-0.324324324,39517.0,0.061029965,0.131481747,0,0,0,0,0,0,0,1,0
16059,469,1793,2306,1357,26.97,10.44,7.25,3383.0,159.0,46062.0,75.72250366,-0.375,7974.0,0.004788306,0.02256989,0,0,0,0,0,0,1,0,0
16061,313,805,1112,486,26.48,10.44,7.25,1542.0,85.0,45342.0,74.53887939,0.268292683,3533.0,-0.075372939,-0.056356838,0,0,0,1,0,0,0,0,0
16063,787,1118,1111,345,27.22,10.44,7.25,2576.0,90.0,50608.0,83.19579315,-0.358490566,5127.0,-0.015552995,0.265925926,0,0,0,0,1,0,0,0,0
16065,668,2485,7244,5948,26.89,10.44,7.25,21579.0,381.0,46177.0,75.91156006,-0.413793103,52913.0,0.40966006,0.924739005,0,0,0,0,0,0,0,1,0
16067,2691,4154,4275,1821,26.48,10.44,7.25,11105.0,272.0,56173.0,92.34423828,-0.414634146,21613.0,0.076934576,0.07233937,0,0,0,0,0,0,1,0,0
16069,2228,9001,10366,6419,27.61,10.44,7.25,20365.0,558.0,67645.0,111.2033539,-0.27027027,42090.0,0.071947027,0.124859693,0,0,1,0,0,0,0,0,0
16071,268,955,1045,468,27.0,10.44,7.25,2264.0,50.0,55833.0,91.78530121,-0.371428571,4564.0,0.064862343,0.106424242,0,0,0,1,0,0,0,0,0
16073,1799,2515,2322,905,28.15,10.44,7.25,5233.0,175.0,48395.0,79.55778503,-0.03030303,11913.0,0.033576262,0.119222097,0,1,0,0,0,0,0,0,0
16075,2189,5300,5386,2391,26.86,10.44,7.25,11278.0,395.0,53643.0,88.18510437,-0.333333333,25386.0,0.122132343,0.233287991,0,0,0,0,0,1,0,0,0
16077,1031,1621,1560,751,27.39,10.44,7.25,3951.0,119.0,50981.0,83.80897522,-0.340909091,7878.0,0.007803505,0.044550517,0,0,0,0,0,1,0,0,0
16079,1271,3402,3466,1062,26.64,10.44,7.25,4847.0,286.0,39239.0,64.5059967,-0.384615385,13169.0,0.03164904,-0.043159195,0,0,0,0,0,1,0,0,0
16081,481,1278,2788,3155,28.02,10.44,7.25,6464.0,140.0,73637.0,121.0537567,-0.416666667,11630.0,0.143559489,0.936396936,0,0,0,0,1,0,0,0,0
16083,6973,14682,21230,11146,27.12,10.44,7.25,40087.0,1093.0,56141.0,92.29163361,-0.307692308,90046.0,0.165945876,0.40070933,0,0,0,0,0,0,0,0,1
16085,460,2272,3200,2588,27.1,10.44,7.25,5331.0,206.0,64041.0,105.2786484,-0.463768116,11746.0,0.191036301,0.538038497,0,0,0,1,0,0,0,0,0
16087,1066,2406,2485,1164,26.48,10.44,7.25,4412.0,180.0,45813.0,75.31317139,-0.35,10500.0,0.02961365,0.05178804,0,0,0,0,0,1,0,0,0
17001,3451,16335,14829,11510,26.21,10.44,10.0,31255.0,1054.0,55942.0,80.82702637,-0.388888889,65737.0,-0.020356765,-0.036975726,0,0,0,0,0,0,0,0,1
17003,605,1832,1480,580,26.57,10.44,10.0,1829.0,119.0,37408.0,54.0484314,-0.435185185,5240.0,-0.363923282,-0.453198372,0,0,1,0,0,0,0,0,0
17005,1266,3888,3904,2683,26.24,10.44,10.0,7501.0,285.0,53447.0,77.22216034,-0.439393939,16725.0,-0.058701036,-0.051655704,1,0,0,0,0,0,0,0,0
17007,4829,12192,9775,8212,26.96,10.44,10.0,24995.0,1418.0,72426.0,104.6436996,-0.316455696,53448.0,-0.01323733,0.279027472,0,1,0,0,0,0,0,0,0
17009,826,1825,1528,684,28.3,10.44,10.0,2940.0,71.0,60254.0,87.05715942,-0.428571429,6244.0,-0.099899092,-0.101841197,0,0,0,0,0,0,1,0,0
17011,2165,8630,7928,4859,26.41,10.44,10.0,16466.0,769.0,57935.0,83.70658112,-0.391891892,33244.0,-0.049574018,-0.063443768,0,0,0,0,0,0,1,0,0
17013,294,1516,1183,497,27.51,10.44,10.0,2214.0,103.0,63373.0,91.56359863,-0.469879518,4437.0,-0.128119473,-0.126402835,1,0,0,0,0,0,0,0,0
17015,942,4066,3573,2082,26.04,10.44,10.0,7105.0,289.0,56468.0,81.58700562,-0.390625,15702.0,0.020471827,-0.058124888,0,0,0,0,0,0,1,0,0
17017,1358,3663,2198,1284,26.04,10.44,10.0,5848.0,241.0,51011.0,73.70253754,-0.428571429,13042.0,-0.043981821,-0.047403404,0,0,0,0,0,1,0,0,0
17019,6099,26859,34093,54913,27.2,10.44,10.0,105954.0,3908.0,53485.0,77.27706146,-0.379310345,205865.0,0.023791407,0.145686666,0,0,1,0,0,0,0,0,0
17021,2439,9892,7298,4046,26.1,10.44,10.0,13857.0,671.0,51573.0,74.514534,-0.402597403,34032.0,-0.022068966,-0.038100622,0,0,0,0,0,1,0,0,0
17023,786,4371,3612,2172,26.09,10.44,10.0,7319.0,342.0,58323.0,84.2671814,-0.375,15455.0,-0.053872054,-0.090614887,0,0,0,0,0,1,0,0,0
17025,1123,3605,3212,1398,26.04,10.44,10.0,6200.0,281.0,49377.0,71.3416748,-0.469135802,13288.0,-0.038146942,-0.078310328,0,0,0,0,0,0,1,0,0
17027,2649,8516,9597,5958,27.51,10.44,10.0,20032.0,613.0,67201.0,97.09443665,-0.454545455,36899.0,-0.022853662,0.038355471,1,0,0,0,0,0,0,0,0
17029,2846,10048,11512,8555,26.34,10.44,10.0,22978.0,918.0,50467.0,72.91654968,-0.441176471,46863.0,-0.13012084,-0.11928209,0,0,0,0,0,0,0,0,1
17031,461880,829451,903730,1392515,29.95,10.44,10.0,2493959.0,103226.0,69375.0,100.2355118,-0.473684211,5275541.0,0.015567095,-0.01882181,1,0,0,0,0,0,0,0,0
17033,2066,3938,5421,2351,26.04,10.44,10.0,8332.0,360.0,50352.0,72.7503891,-0.369230769,18679.0,-0.057425443,-0.087047898,0,0,0,0,0,0,1,0,0
17035,716,3054,2670,1175,26.04,10.44,10.0,5923.0,201.0,53991.0,78.00814819,-0.45,10450.0,-0.054127444,-0.076120591,0,0,0,0,1,0,0,0,0
17037,4727,15289,21524,19856,28.16,10.44,10.0,53536.0,2187.0,64676.0,93.4462204,-0.409090909,100420.0,-0.045074173,0.129063087,1,0,0,0,0,0,0,0,0
17039,965,4297,3694,2425,26.04,10.44,10.0,7155.0,310.0,59521.0,85.99809265,-0.363636364,15516.0,-0.063100054,-0.076538507,0,0,1,0,0,0,0,0,0
17041,2200,4378,4062,2473,26.04,10.44,10.0,9928.0,350.0,64283.0,92.87840271,-0.423728814,19740.0,-0.012012012,-0.008488623,0,0,0,0,0,1,0,0,0
17043,44483,115986,161269,313945,29.95,10.44,10.0,492348.0,15600.0,96354.0,139.215744,-0.465517241,932877.0,0.017398389,0.03126596,1,0,0,0,0,0,0,0,0
17045,1256,4721,4496,2182,26.04,10.44,10.0,8592.0,369.0,51333.0,74.16777802,-0.430555556,16866.0,-0.092054264,-0.141373517,0,0,0,0,0,1,0,0,0
17047,362,1560,1966,628,26.04,10.44,10.0,2608.0,112.0,54930.0,79.36485291,-0.397058824,6245.0,-0.070822794,-0.105044425,0,0,0,0,1,0,0,0,0
17049,1622,8368,8077,5312,26.04,10.44,10.0,18748.0,599.0,58943.0,85.16297913,-0.436363636,34668.0,0.012440862,0.011702221,0,0,0,0,0,0,1,0,0
17051,2479,6146,4951,1727,26.04,10.44,10.0,9519.0,416.0,48913.0,70.67127228,-0.447368421,21488.0,-0.029448961,-0.01476387,0,0,0,0,0,1,0,0,0
17053,888,3299,3117,1983,27.2,10.44,10.0,6128.0,263.0,55369.0,79.99913025,-0.305084746,13534.0,-0.038846673,-0.048710199,0,0,1,0,0,0,0,0,0
17055,3045,9079,10781,4603,26.04,10.44,10.0,15578.0,849.0,43695.0,63.13211441,-0.440860215,37804.0,-0.044412426,-0.031188334,0,0,0,0,0,0,0,1,0
17057,2888,8779,9309,4467,26.5,10.44,10.0,14404.0,811.0,50461.0,72.90787506,-0.38372093,33609.0,-0.093339448,-0.121195482,0,0,0,0,0,1,0,0,0
17059,485,1474,1343,402,26.04,10.44,10.0,2228.0,113.0,46515.0,67.2065506,-0.333333333,4946.0,-0.115047415,-0.230314348,0,0,0,1,0,0,0,0,0
17061,879,4444,2818,1195,26.04,10.44,10.0,5815.0,248.0,52116.0,75.2990799,-0.397058824,11985.0,-0.136900475,-0.188338074,0,0,0,0,0,1,0,0,0
17063,2296,11417,12329,7756,29.31,10.44,10.0,24463.0,1201.0,83135.0,120.1164551,-0.465909091,52533.0,0.049337834,0.39983479,1,0,0,0,0,0,0,0,0
17065,745,2022,2036,987,26.04,10.44,10.0,4267.0,164.0,51031.0,73.73143005,-0.383333333,7993.0,-0.054865792,-0.07198421,0,0,0,0,0,0,1,0,0
17067,850,4737,4645,2722,26.04,10.44,10.0,8045.0,379.0,53724.0,77.62237549,-0.307692308,17620.0,-0.077680067,-0.126468693,0,0,0,0,0,0,1,0,0
17069,609,967,1093,322,26.04,10.44,10.0,1225.0,82.0,44573.0,64.40068054,-0.284090909,3649.0,-0.155324074,-0.23868141,0,0,0,0,1,0,0,0,0
17071,447,2115,1585,929,26.04,10.44,10.0,3471.0,165.0,55535.0,80.23897552,-0.296875,6387.0,-0.128768244,-0.218811155,0,0,0,0,1,0,0,0,0
17073,3041,11660,11819,8054,26.61,10.44,10.0,23946.0,1146.0,61680.0,89.11749268,-0.313432836,49284.0,-0.023808581,-0.034253018,0,1,0,0,0,0,0,0,0
17075,2071,7842,6655,3129,26.04,10.44,10.0,13796.0,578.0,51542.0,74.46974182,-0.384615385,27077.0,-0.088868699,-0.13602425,0,0,0,0,0,1,0,0,0
17077,2840,8436,11811,11955,26.3,10.44,10.0,26999.0,1015.0,37308.0,53.90394592,-0.446153846,52974.0,-0.120296257,-0.111278877,0,0,1,0,0,0,0,0,0
17079,687,2629,2288,1113,26.04,10.44,10.0,4469.0,189.0,59980.0,86.66127014,-0.369230769,9287.0,-0.042379872,-0.081677049,0,0,0,0,0,0,1,0,0
17081,3328,8101,10293,4750,26.16,10.44,10.0,16671.0,765.0,50531.0,73.00901794,-0.413333333,37113.0,-0.044144539,-0.073356471,0,0,0,0,0,0,1,0,0
17083,1182,5920,5062,3095,27.51,10.44,10.0,10607.0,465.0,63351.0,91.53181458,-0.416666667,21512.0,-0.064085273,-0.006328237,1,0,0,0,0,0,0,0,0
17085,1247,5788,5064,4032,26.04,10.44,10.0,10412.0,421.0,62522.0,90.33404541,-0.370967742,22035.0,-0.02835347,-0.011706136,0,0,0,0,0,1,0,0,0
17087,1635,2906,3195,1472,26.04,10.44,10.0,3904.0,240.0,55022.0,79.49777222,-0.395833333,13308.0,0.057701478,0.033470529,0,0,0,1,0,0,0,0,0
17089,53281,78727,99382,114683,29.95,10.44,10.0,261403.0,11635.0,84311.0,121.8155823,-0.376811594,516522.0,0.00243174,0.276914177,1,0,0,0,0,0,0,0,0
17091,8599,25057,24087,15139,27.56,10.44,10.0,53286.0,2684.0,60763.0,87.79257965,-0.414634146,107502.0,-0.05242003,0.035415362,0,0,1,0,0,0,0,0,0
17093,5986,18127,26459,28658,29.89,10.44,10.0,67239.0,2411.0,105586.0,152.5544739,-0.461538462,131869.0,0.149325408,1.41788445,1,0,0,0,0,0,0,0,0
17095,3849,12865,11797,6661,26.04,10.44,10.0,20758.0,1033.0,43404.0,62.71166992,-0.328571429,49967.0,-0.055783367,-0.10520755,0,0,0,0,0,0,0,1,0
17097,42861,95007,112368,207440,29.95,10.44,10.0,362905.0,14908.0,92638.0,133.8467255,-0.4,714342.0,0.015466365,0.108053273,1,0,0,0,0,0,0,0,0
17099,8816,27542,27133,13784,26.63,10.44,10.0,52006.0,2790.0,59528.0,86.00820923,-0.37804878,109658.0,-0.037446017,-0.017392629,0,0,0,0,0,0,0,1,0
17101,1793,4113,4186,1764,26.04,10.44,10.0,5611.0,313.0,47114.0,68.07201385,-0.320512821,15280.0,-0.092259253,-0.010939219,0,0,0,0,0,0,1,0,0
17103,2804,8446,9181,4547,26.28,10.44,10.0,16981.0,672.0,57619.0,83.25001526,-0.396825397,34145.0,-0.052343815,-0.053158449,0,0,0,0,0,1,0,0,0
17105,2567,11372,7743,3752,26.12,10.44,10.0,15967.0,646.0,54422.0,78.63087463,-0.390625,35815.0,-0.080487805,-0.098630895,0,0,0,0,0,0,0,1,0
17107,2299,7196,6819,4059,26.22,10.44,10.0,12153.0,527.0,53806.0,77.74085236,-0.353846154,27987.0,-0.076489028,-0.102952018,0,0,0,0,0,1,0,0,0
17109,1171,5686,5494,5873,26.04,10.44,10.0,12859.0,598.0,49048.0,70.86632538,-0.362318841,27238.0,-0.164785968,-0.172248222,0,0,0,0,0,0,0,0,1
17111,14270,55175,67035,71708,29.95,10.44,10.0,160446.0,5768.0,89379.0,129.1380157,-0.46969697,310229.0,0.004757741,0.195376921,1,0,0,0,0,0,0,0,0
17113,4248,25798,27787,46998,26.95,10.44,10.0,85083.0,3173.0,69230.0,100.0260086,-0.345454545,170954.0,0.00814993,0.136783168,0,0,1,0,0,0,0,0,0
17115,6968,25742,23933,16058,26.42,10.44,10.0,46324.0,2449.0,52259.0,75.50569153,-0.418604651,103998.0,-0.061118735,-0.093225216,0,0,1,0,0,0,0,0,0
17117,2805,12850,10698,5934,26.04,10.44,10.0,22128.0,942.0,54174.0,78.27255249,-0.453333333,44967.0,-0.058578457,-0.082455926,1,0,0,0,0,0,0,0,0
17119,13961,55164,66200,49613,27.51,10.44,10.0,130057.0,5048.0,66591.0,96.21308136,-0.478873239,265859.0,-0.012711581,0.026407329,1,0,0,0,0,0,0,0,0
17121,2895,9231,10131,3979,26.04,10.44,10.0,16967.0,749.0,52291.0,75.55192566,-0.454545455,37729.0,-0.043309582,-0.094750228,0,0,0,0,0,0,0,1,0
17123,599,3309,2908,1588,26.56,10.44,10.0,5104.0,245.0,63628.0,91.93203735,-0.352112676,11742.0,-0.071044304,-0.107682955,0,1,0,0,0,0,0,0,0
17125,1067,4220,2994,1582,26.21,10.44,10.0,5979.0,321.0,51967.0,75.08380127,-0.413793103,13086.0,-0.10773217,-0.183859299,0,0,0,0,0,1,0,0,0
17127,1326,3365,3934,1396,26.7,10.44,10.0,5314.0,299.0,54159.0,78.25088501,-0.3375,14169.0,-0.081664398,-0.06555431,0,0,0,0,0,0,1,0,0
17129,518,3130,2994,2093,26.78,10.44,10.0,6177.0,236.0,77306.0,111.6945038,-0.362068966,12297.0,-0.032113341,-0.014900264,0,0,1,0,0,0,0,0,0
17131,899,4408,3894,1934,26.61,10.44,10.0,7685.0,388.0,62241.0,89.92804718,-0.314285714,15699.0,-0.044724352,-0.07325856,0,1,0,0,0,0,0,0,0
17133,974,6674,8036,8460,27.51,10.44,10.0,18629.0,563.0,90904.0,131.3413849,-0.462962963,34962.0,0.060836848,0.26559276,1,0,0,0,0,0,0,0,0
17135,2581,8237,6637,3498,26.04,10.44,10.0,11190.0,587.0,51665.0,74.64746094,-0.431818182,28288.0,-0.060324209,-0.076943157,0,0,0,0,0,1,0,0,0
17137,2168,9574,7463,4589,26.24,10.44,10.0,15890.0,635.0,55937.0,80.81980133,-0.366666667,32915.0,-0.074042817,-0.101346002,0,0,0,0,0,0,0,1,0
17139,1509,3303,3237,1845,26.04,10.44,10.0,7380.0,243.0,65472.0,94.59631348,-0.418181818,14526.0,-0.021554628,0.016657335,0,0,0,0,0,1,0,0,0
17141,3475,11891,12579,7624,26.68,10.44,10.0,23857.0,1159.0,63565.0,91.84101105,-0.386666667,51788.0,-0.031945717,0.01543107,0,0,0,0,0,0,0,1,0
17143,11163,33934,40209,37594,26.56,10.44,10.0,81063.0,4159.0,57717.0,83.39160919,-0.371794872,181830.0,-0.025008847,-0.008917184,0,1,0,0,0,0,0,0,0
17145,2572,5636,5270,1931,26.04,10.44,10.0,7936.0,411.0,56880.0,82.18228149,-0.423529412,20945.0,-0.062863535,-0.092936642,0,0,0,0,0,1,0,0,0
17147,709,3930,3635,3310,27.2,10.44,10.0,8376.0,299.0,72265.0,104.411087,-0.381818182,16673.0,-0.00334748,0.017577052,0,0,1,0,0,0,0,0,0
17149,1238,4236,3523,1951,26.04,10.44,10.0,6766.0,293.0,54309.0,78.46760559,-0.275862069,14739.0,-0.102921485,-0.151077065,0,0,0,0,0,0,1,0,0
17151,467,1199,1231,435,26.04,10.44,10.0,1597.0,89.0,46478.0,67.15309143,-0.369047619,3763.0,-0.158165548,-0.14418922,0,0,0,1,0,0,0,0,0
17153,438,1413,1556,487,26.04,10.44,10.0,1830.0,125.0,38506.0,55.63486099,-0.39047619,5193.0,-0.157117351,-0.291831447,0,0,0,1,0,0,0,0,0
17155,309,1614,1609,701,26.35,10.44,10.0,2894.0,148.0,74367.0,107.4481277,-0.363636364,5637.0,-0.061438561,-0.072404147,0,0,0,1,0,0,0,0,0
17157,3674,8752,7905,3124,26.05,10.44,10.0,13849.0,500.0,58444.0,84.44200134,-0.47761194,30163.0,-0.098966424,-0.110157241,0,0,0,0,0,1,0,0,0
17159,1197,3287,4201,2310,26.04,10.44,10.0,6977.0,284.0,49775.0,71.91671753,-0.4,15813.0,-0.025873221,-0.029341354,0,0,0,0,0,0,1,0,0
17161,11278,29198,35313,23342,26.61,10.44,10.0,67654.0,3383.0,57772.0,83.47107697,-0.323943662,144672.0,-0.019478671,-0.031581766,0,1,0,0,0,0,0,0,0
17163,15958,50187,62235,49954,27.51,10.44,10.0,122061.0,5387.0,57726.0,83.40460968,-0.46835443,257400.0,-0.046864354,0.005299891,1,0,0,0,0,0,0,0,0
17165,2278,4702,6845,3288,26.04,10.44,10.0,9178.0,489.0,48547.0,70.14246368,-0.385542169,23768.0,-0.045959941,-0.111543062,0,0,0,0,0,1,0,0,0
17167,10302,37131,42032,47107,26.78,10.44,10.0,96057.0,3907.0,61768.0,89.24463654,-0.360655738,196343.0,-0.00568202,0.038994782,0,0,1,0,0,0,0,0,0
17169,550,1850,1735,1060,26.04,10.44,10.0,3138.0,130.0,56015.0,80.93249512,-0.411764706,6902.0,-0.085100742,-0.038852528,0,0,0,0,0,0,1,0,0
17171,231,1696,1063,562,26.04,10.44,10.0,2399.0,115.0,61231.0,88.46876526,-0.342857143,4949.0,-0.075816993,-0.106517422,0,0,0,0,1,0,0,0,0
17173,1200,6922,4836,2619,26.04,10.44,10.0,10255.0,397.0,61376.0,88.6782608,-0.455882353,20990.0,-0.061396056,-0.082765251,0,0,0,0,0,1,0,0,0
17175,337,1615,1266,661,26.56,10.44,10.0,2389.0,139.0,54804.0,79.18280029,-0.276315789,5400.0,-0.099099099,-0.146919431,0,1,0,0,0,0,0,0,0
17177,2392,11204,12158,6261,26.04,10.44,10.0,20922.0,907.0,51786.0,74.82228851,-0.432432432,44630.0,-0.064576303,-0.089090724,0,0,0,0,0,0,0,1,0
17179,6791,29594,32368,24535,26.56,10.44,10.0,61576.0,2707.0,66206.0,95.6568222,-0.382352941,131343.0,-0.029920085,0.022402989,0,1,0,0,0,0,0,0,0
17181,1418,4333,3822,2659,26.04,10.44,10.0,7066.0,404.0,51575.0,74.51742554,-0.393258427,17244.0,-0.031671159,-0.058270985,0,0,0,0,0,1,0,0,0
17183,6097,21768,17169,7791,26.33,10.44,10.0,31561.0,1631.0,46295.0,66.88868713,-0.430232558,74188.0,-0.091111792,-0.116062386,0,0,1,0,0,0,0,0,0
17185,770,2508,3410,1486,26.06,10.44,10.0,5622.0,234.0,54249.0,78.38092041,-0.333333333,11361.0,-0.049049971,-0.121481596,0,0,0,0,0,0,1,0,0
17187,1496,3582,3573,2556,26.04,10.44,10.0,8188.0,332.0,53621.0,77.47355652,-0.338983051,16835.0,-0.049246061,-0.101462425,0,0,0,0,0,1,0,0,0
17189,787,3373,3829,2113,26.37,10.44,10.0,9783.0,246.0,64297.0,92.89862823,-0.479166667,13761.0,-0.064895352,-0.091683168,0,0,0,0,0,1,0,0,0
17191,1390,4022,4341,1772,26.04,10.44,10.0,6686.0,319.0,51829.0,74.88441467,-0.313432836,16179.0,-0.034665871,-0.056563065,0,0,0,0,0,0,1,0,0
17193,999,3712,3681,1541,26.04,10.44,10.0,6384.0,246.0,51388.0,74.24723816,-0.372881356,13877.0,-0.053733379,-0.097782979,0,0,0,0,0,1,0,0,0
17195,3695,14823,13608,7162,26.43,10.44,10.0,27607.0,1168.0,50880.0,73.51325989,-0.414285714,55691.0,-0.047984546,-0.081945864,0,0,0,0,0,0,0,1,0
